Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-310.9,311.7,-30.8,20.9,10012,10987
11.5,-11.4,-0.9,1.7,10012,10731
-9.5,9.5,-0.9,1.2,10012,10987
115.6,-115.4,-7.2,-24.3,10012,10023
3.6,-3.6,0.5,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-34.0,34.0,-4.0,5.5,10023,10987
9.6,-9.5,-1.3,1.8,10023,10731
-12.3,12.3,-2.8,3.5,10057,10928
-192.0,192.1,-38.8,39.2,10057,10059
-3.9,3.9,-0.7,0.9,10057,10862
1.1,-1.1,-0.3,0.3,10057,10843
38.9,-38.7,-3.1,5.4,10057,10836
-9.0,9.0,-0.5,0.9,10057,10757
239.4,-238.7,9.3,-75.1,10059,10462
0.1,-0.1,1.2,-1.1,10078,10330
3.8,-3.8,-0.4,0.6,10078,10731
-202.5,202.9,-19.0,-49.1,10078,10838
-1.9,1.9,3.9,-3.8,10078,10459
0.9,-0.9,0.7,-0.7,10117,11037
-8.3,8.3,1.2,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.7,3.8,0.7,-0.4,10117,10917
18.3,-18.1,1.1,1.3,10117,10785
1.5,-1.5,-1.7,1.7,10127,10836
-0.4,0.4,0.6,-0.6,10127,10330
10.9,-10.9,-7.8,8.2,10127,10731
-51.4,51.5,-109.0,77.7,10127,10730
-3.8,3.8,1.7,-1.6,10127,10459
-229.0,229.5,-112.5,95.0,10192,10813
-11.7,11.7,-3.7,4.3,10192,13667
-3.0,3.0,-7.0,7.2,10192,10934
0.5,-0.5,-0.1,0.1,10192,13264
1.6,-1.6,-0.2,0.3,10192,13324
184.9,-184.7,40.2,-55.6,10192,13180
-1.4,1.4,-0.8,0.8,10192,10953
-499.3,505.1,-66.4,-6.4,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.2,-1.2,0.1,-0.1,10196,10843
-295.2,295.6,-137.7,127.2,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
24.7,-24.5,-0.0,1.6,10196,10836
-258.8,259.6,-11.5,-18.0,10196,10857
1.0,-1.0,-0.4,0.4,10275,10462
-8.5,8.5,-0.3,1.1,10275,10758
21.9,-21.8,-10.5,11.4,10275,10729
-2.2,2.2,-0.0,0.1,10275,11037
14.4,-14.4,15.9,-15.7,10275,10459
0.6,-0.6,0.3,-0.3,10275,10468
-368.2,371.0,-37.0,7.8,10275,10758
2.5,-2.5,-1.0,1.2,10275,10731
8.5,-8.5,4.4,-4.2,10275,10330
1.0,-1.0,0.2,-0.2,10275,10346
258.7,-258.1,107.3,-119.5,10275,10330
-503.0,506.1,-108.8,100.3,10275,10117
52.7,-52.7,12.4,-12.3,10330,10332
-23.7,23.7,-4.3,4.7,10330,10459
-2.5,2.5,-0.9,1.0,10330,10369
0.9,-0.9,-2.4,2.4,10330,10729
-3.2,3.2,-1.2,1.3,10330,10427
1.9,-1.9,-2.6,2.7,10330,10836
-5.4,5.4,-12.6,12.8,10330,10462
-3.3,3.3,-2.1,2.2,10330,10432
1.2,-1.2,-1.2,1.2,10333,10729
0.2,-0.2,-0.6,0.6,10333,10462
-154.4,154.5,-39.0,27.4,10333,10427
-2.8,2.8,1.2,-1.2,10346,10459
-179.6,179.7,21.7,-21.3,10346,10353
177.1,-176.9,203.8,-212.8,10353,10330
-128.4,128.5,21.2,-30.2,10353,10468
-440.3,443.5,-79.9,72.8,10369,10893
4.8,-4.7,-1.5,1.7,10369,10729
2.1,-2.1,1.1,-1.0,10369,10427
-3.7,3.7,-0.9,1.2,10369,10794
237.8,-237.5,48.5,-55.5,10369,10275
-11.6,11.7,0.8,0.8,10369,10917
7.4,-7.4,3.9,-3.7,10369,10459
-4.3,4.3,0.1,0.1,10369,11037
0.2,-0.2,1.3,-1.3,10414,10459
13.3,-13.2,-2.5,3.0,10414,10836
228.9,-228.4,193.1,-203.7,10414,10353
-132.0,132.2,-97.3,82.0,10414,10838
2.5,-2.5,-1.7,1.9,10427,10729
62.2,-62.2,12.8,-12.8,10427,10429
-312.1,312.7,-47.3,26.0,10427,10728
-113.4,113.5,-132.6,125.4,10427,10275
5.6,-5.6,6.0,-5.9,10427,10459
-14.3,14.4,5.2,-4.5,10432,10966
-432.1,437.0,7.6,-15.4,10432,10701
7.5,-7.4,-0.9,1.3,10432,10836
478.9,-477.6,99.2,-104.5,10432,10462
-278.9,279.4,-167.6,153.3,10432,10735
7.4,-7.4,1.9,-1.7,10432,10462
-472.3,476.0,-131.2,106.2,10459,10893
-276.1,276.8,-69.1,54.1,10459,10728
-588.7,600.5,-36.0,20.4,10459,11075
92.7,-92.7,-62.1,50.9,10459,10333
-29.6,29.8,-1.3,6.6,10459,10697
-18.5,18.6,0.1,3.7,10459,10708
2.6,-2.6,-5.3,5.4,10459,10462
9.5,-9.4,-9.6,10.1,10459,10729
5.4,-5.4,-3.4,3.5,10462,10729
-30.0,30.5,3.2,3.3,10462,10708
2.6,-2.6,-3.5,3.6,10462,10803
11.6,-11.6,-5.4,5.8,10462,10836
3.4,-3.4,-3.5,3.6,10462,10802
-89.1,89.2,132.9,-155.7,10462,10468
-0.6,0.6,-0.4,0.5,10462,10843
-8.6,8.7,49.8,-60.9,10468,10459
-650.1,662.3,-25.1,11.6,10468,10708
223.5,-223.2,86.2,-94.7,10468,10330
-195.1,195.5,-90.2,52.8,10534,10681
21.3,-21.2,2.6,0.2,10534,10966
-5.0,5.0,-1.9,2.1,10534,10906
2.6,-2.6,-2.8,2.8,10586,10681
-0.1,0.1,0.5,-0.5,10586,11062
-10.0,10.1,-0.0,0.9,10586,10942
48.4,-48.4,13.3,-13.3,10586,10588
-7.0,7.0,-0.9,1.3,10586,10809
-154.7,155.0,-30.4,13.4,10586,10899
2.6,-2.6,-1.3,1.3,10586,10979
17.0,-16.9,-6.4,7.2,10661,74240
0.0,0.0,0.0,0.0,10661,10664
-254.0,254.2,-113.4,114.3,10661,10663
119.7,-119.5,-29.7,40.4,10661,10778
-211.5,212.7,-67.0,9.3,10663,74234
-138.6,138.6,-59.1,61.2,10680,10685
-862.9,863.7,90.4,-255.1,10680,10812
-120.6,120.6,-59.9,61.2,10680,10687
-85.3,85.3,-60.2,61.2,10680,10684
129.0,-129.0,127.8,-211.8,10680,10905
-109.9,109.9,-59.6,61.2,10680,10688
-9.0,9.0,-4.9,5.0,10681,10689
-20.8,20.8,-25.2,-1.4,10681,10915
8.1,-8.0,1.1,0.2,10681,10966
1.2,-1.2,-0.2,0.2,10681,10979
-286.7,286.8,-40.1,47.0,10681,10680
-0.2,0.2,-0.0,0.0,10681,10906
10.7,-10.2,-5.2,7.7,10691,10933
10.7,-10.6,-5.0,7.1,10691,13616
25.6,-25.6,-9.1,14.2,10691,10983
8.5,-8.4,0.5,0.0,10694,10843
1.3,-1.3,3.7,-3.7,10694,10862
9.0,-8.9,0.4,0.2,10695,10843
3.1,-3.1,3.7,-3.6,10695,10862
-79.4,79.4,17.2,-14.5,10697,10699
1.2,-1.2,0.5,-0.5,10697,10700
9.3,-9.1,0.6,1.2,10697,10729
-31.2,31.2,-16.2,16.2,10697,10701
-222.6,223.3,14.0,-43.3,10701,10718
-245.5,246.3,-14.9,2.1,10701,10979
29.6,-29.0,2.3,1.2,10703,10933
65.9,-65.8,20.3,-11.9,10703,11001
335.8,-335.0,-457.9,461.5,10707,10716
-172.4,172.4,11.7,-10.6,10707,10715
-189.6,189.7,13.3,-10.6,10707,10711
-135.9,136.0,12.4,-10.6,10707,10712
-171.1,171.2,13.7,-10.6,10707,10710
-189.3,189.4,13.0,-10.6,10707,10713
5.7,-5.6,2.1,-1.3,10708,10867
33.6,-32.8,1.4,6.4,10708,10729
-522.3,522.6,-27.7,50.9,10708,10707
25.9,-25.8,2.4,3.5,10708,10803
26.3,-26.3,2.5,3.6,10708,10802
310.5,-310.5,-80.9,-5.1,10716,10717
-1447.1,1451.8,-234.4,-98.0,10716,11011
1471.3,-1462.7,-146.3,-170.4,10716,10734
-71.1,71.1,-39.3,40.3,10717,10726
-1149.8,1152.4,-229.1,46.7,10717,11074
-104.9,104.9,-38.8,40.3,10717,10724
632.5,-630.6,-374.3,-441.3,10717,10892
-71.3,71.3,-39.4,40.3,10717,10725
-82.2,82.2,-39.5,40.3,10717,10723
1015.7,-1010.8,-416.9,-295.7,10717,10861
-11.4,11.4,0.1,0.2,10718,11047
-0.8,0.8,-2.6,2.7,10718,10979
-3.6,3.6,-0.1,0.2,10718,10899
84.3,-84.3,-24.0,5.4,10718,10708
-378.0,378.1,54.0,-43.6,10718,10717
-483.3,493.4,-19.4,-6.5,10728,10748
124.5,-124.4,-64.8,41.5,10728,10369
-191.9,192.2,-45.9,57.8,10729,10728
-7.2,7.2,1.1,-0.7,10729,10925
-33.2,34.0,5.9,2.5,10729,10873
-0.1,0.1,-0.5,0.5,10729,10802
-0.4,0.4,-0.5,0.5,10729,10803
114.4,-114.4,-12.9,16.5,10730,10731
-322.0,322.6,4.6,-20.7,10730,10023
156.1,-155.6,-69.4,13.5,10730,10019
-5.4,5.5,7.8,-7.7,10731,11009
-11.4,11.6,1.6,-0.5,10731,10987
-0.5,0.5,0.3,-0.3,10731,10836
-13.9,14.0,2.9,-1.8,10731,11008
-158.0,158.1,-78.6,81.0,10734,10738
-158.0,158.1,-78.7,81.0,10734,10737
-527.1,527.6,-359.0,209.2,10734,10861
371.7,-370.3,122.1,-130.7,10735,10414
