Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.1,-7.1,-0.1,0.7,10012,10019
-309.7,310.5,-30.4,20.6,10012,10987
11.5,-11.4,-0.9,1.7,10012,10731
-9.5,9.5,-0.9,1.2,10012,10987
115.1,-115.0,-7.4,-24.0,10012,10023
3.6,-3.6,0.5,-0.4,10012,10023
-2.9,2.9,0.5,-0.4,10012,10938
-33.8,33.9,-3.9,5.5,10023,10987
9.5,-9.5,-1.3,1.8,10023,10731
-11.6,11.7,-3.1,3.7,10057,10928
-194.1,194.2,-38.7,39.1,10057,10059
-3.3,3.3,-0.7,0.8,10057,10862
1.3,-1.3,-0.3,0.3,10057,10843
38.7,-38.5,-2.8,5.1,10057,10836
-7.8,7.8,-0.6,0.8,10057,10757
228.6,-228.0,12.3,-78.6,10059,10462
0.1,-0.1,1.1,-1.1,10078,10330
3.8,-3.8,-0.4,0.6,10078,10731
-201.6,201.9,-18.8,-49.0,10078,10838
-2.1,2.1,3.8,-3.7,10078,10459
0.9,-0.9,0.7,-0.7,10117,11037
-8.2,8.2,1.2,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.8,3.8,0.7,-0.4,10117,10917
18.3,-18.1,1.0,1.3,10117,10785
1.6,-1.6,-1.7,1.7,10127,10836
-0.5,0.5,0.6,-0.6,10127,10330
10.9,-10.9,-7.7,8.1,10127,10731
-51.2,51.3,-108.1,76.8,10127,10730
-4.0,4.0,1.6,-1.5,10127,10459
-267.1,267.8,-132.4,118.0,10192,10813
-11.6,11.6,-2.6,3.2,10192,13667
-4.7,4.7,-8.5,8.7,10192,10934
0.3,-0.3,-0.1,0.1,10192,13264
1.5,-1.5,-0.2,0.2,10192,13324
159.3,-159.1,42.2,-57.8,10192,13180
-1.6,1.6,-0.9,0.9,10192,10953
-395.9,399.6,-73.6,-21.9,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.5,-1.5,0.1,-0.1,10196,10843
-301.0,301.4,-132.8,122.5,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
24.9,-24.7,-0.0,1.6,10196,10836
-246.8,247.5,-17.7,-12.6,10196,10857
1.1,-1.1,-0.4,0.4,10275,10462
-8.5,8.5,-0.3,1.2,10275,10758
21.8,-21.7,-10.4,11.3,10275,10729
-2.2,2.2,-0.1,0.2,10275,11037
14.5,-14.5,16.2,-16.0,10275,10459
0.6,-0.6,0.3,-0.3,10275,10468
-369.7,372.5,-37.5,8.8,10275,10758
2.6,-2.6,-1.0,1.1,10275,10731
8.7,-8.7,4.5,-4.3,10275,10330
1.1,-1.1,0.2,-0.2,10275,10346
264.9,-264.4,110.5,-122.3,10275,10330
-504.4,507.5,-112.1,104.0,10275,10117
