Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-312.5,313.3,-30.3,20.4,10012,10987
11.6,-11.5,-0.9,1.7,10012,10731
-9.6,9.6,-0.9,1.2,10012,10987
116.3,-116.1,-7.8,-23.9,10012,10023
3.7,-3.7,0.4,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-34.1,34.2,-3.9,5.5,10023,10987
9.6,-9.6,-1.3,1.9,10023,10731
-12.6,12.6,-2.4,3.1,10057,10928
-191.8,191.9,-39.0,39.4,10057,10059
-4.2,4.2,-0.8,1.0,10057,10862
1.0,-1.0,-0.3,0.3,10057,10843
39.1,-39.0,-3.5,5.8,10057,10836
-9.5,9.5,-0.4,0.8,10057,10757
245.1,-244.4,8.3,-74.1,10059,10462
0.1,-0.1,1.2,-1.2,10078,10330
3.8,-3.8,-0.4,0.5,10078,10731
-203.7,204.0,-19.3,-49.0,10078,10838
-1.7,1.7,4.1,-4.0,10078,10459
0.9,-0.9,0.7,-0.7,10117,11037
-8.3,8.3,1.3,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.7,3.8,0.7,-0.4,10117,10917
18.6,-18.4,0.4,2.0,10117,10785
1.5,-1.5,-1.7,1.7,10127,10836
-0.4,0.4,0.6,-0.6,10127,10330
11.0,-11.0,-7.7,8.1,10127,10731
-52.2,52.3,-107.7,76.1,10127,10730
-3.7,3.7,1.9,-1.8,10127,10459
-217.9,218.4,-115.9,97.6,10192,10813
-11.8,11.8,-3.7,4.3,10192,13667
-2.4,2.4,-7.4,7.5,10192,10934
0.5,-0.5,-0.1,0.1,10192,13264
1.7,-1.7,-0.2,0.3,10192,13324
194.6,-194.4,51.1,-66.3,10192,13180
-1.3,1.3,-0.7,0.7,10192,10953
-535.8,542.5,-84.7,19.0,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.1,-1.1,0.1,-0.1,10196,10843
-294.0,294.4,-143.9,133.4,10196,10735
