Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-310.9,311.7,-30.7,20.8,10012,10987
11.5,-11.4,-0.9,1.7,10012,10731
-9.5,9.5,-0.9,1.2,10012,10987
115.5,-115.4,-7.3,-24.2,10012,10023
3.6,-3.6,0.5,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-33.9,34.0,-4.0,5.5,10023,10987
9.6,-9.5,-1.3,1.8,10023,10731
-12.0,12.0,-2.8,3.5,10057,10928
-193.0,193.1,-37.7,38.1,10057,10059
-3.7,3.7,-1.0,1.2,10057,10862
1.2,-1.2,-0.4,0.4,10057,10843
38.8,-38.7,-3.3,5.6,10057,10836
-8.5,8.6,-1.0,1.3,10057,10757
235.4,-234.7,10.2,-76.2,10059,10462
0.1,-0.1,1.2,-1.1,10078,10330
3.8,-3.8,-0.4,0.6,10078,10731
-202.3,202.7,-19.0,-49.0,10078,10838
-1.9,1.9,3.9,-3.8,10078,10459
0.9,-0.9,0.7,-0.7,10117,11037
-8.3,8.3,1.2,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.7,3.8,0.7,-0.4,10117,10917
18.3,-18.1,1.1,1.3,10117,10785
1.6,-1.6,-1.7,1.8,10127,10836
-0.4,0.4,0.6,-0.6,10127,10330
10.9,-10.9,-7.8,8.2,10127,10731
-51.4,51.5,-108.8,77.4,10127,10730
-3.9,3.9,1.7,-1.6,10127,10459
-241.2,241.8,-108.8,91.5,10192,10813
-12.0,12.0,-2.9,3.5,10192,13667
-3.4,3.4,-6.9,7.0,10192,10934
0.4,-0.4,-0.0,0.0,10192,13264
1.6,-1.6,-0.1,0.2,10192,13324
185.4,-185.2,53.6,-69.1,10192,13180
-1.4,1.4,-0.7,0.8,10192,10953
-490.1,495.7,-122.0,41.8,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.4,-1.4,0.0,0.0,10196,10843
-297.8,298.2,-136.9,126.5,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
24.8,-24.7,-0.2,1.7,10196,10836
-254.4,255.1,-12.4,-17.4,10196,10857
1.1,-1.1,-0.4,0.4,10275,10462
-8.5,8.5,-0.3,1.1,10275,10758
21.8,-21.8,-10.4,11.4,10275,10729
-2.2,2.2,-0.0,0.1,10275,11037
14.4,-14.4,15.9,-15.7,10275,10459
0.6,-0.6,0.3,-0.3,10275,10468
-368.9,371.7,-36.9,7.8,10275,10758
2.6,-2.5,-1.0,1.2,10275,10731
8.6,-8.6,4.4,-4.2,10275,10330
1.0,-1.0,0.2,-0.2,10275,10346
261.1,-260.6,107.1,-119.2,10275,10330
-503.8,506.9,-109.0,100.7,10275,10117
52.7,-52.7,12.4,-12.3,10330,10332
-24.0,24.0,-4.3,4.6,10330,10459
-2.5,2.6,-0.9,1.0,10330,10369
0.9,-0.9,-2.4,2.4,10330,10729
-3.3,3.3,-1.2,1.3,10330,10427
1.9,-1.9,-2.6,2.7,10330,10836
-5.2,5.2,-12.6,12.8,10330,10462
-3.3,3.3,-2.1,2.2,10330,10432
1.2,-1.2,-1.2,1.2,10333,10729
0.2,-0.2,-0.6,0.6,10333,10462
-154.8,154.9,-39.0,27.4,10333,10427
-2.8,2.8,1.2,-1.2,10346,10459
-179.5,179.5,21.7,-21.3,10346,10353
174.9,-174.7,204.1,-213.1,10353,10330
-129.2,129.3,21.5,-30.5,10353,10468
-440.8,444.0,-80.2,73.1,10369,10893
4.8,-4.7,-1.5,1.7,10369,10729
2.1,-2.1,1.1,-1.0,10369,10427
-3.7,3.7,-0.9,1.2,10369,10794
238.6,-238.3,48.4,-55.4,10369,10275
-11.6,11.7,0.8,0.8,10369,10917
7.4,-7.4,3.9,-3.7,10369,10459
-4.4,4.4,0.1,0.1,10369,11037
0.2,-0.2,1.3,-1.3,10414,10459
13.5,-13.4,-2.7,3.2,10414,10836
225.7,-225.3,193.6,-204.3,10414,10353
-130.2,130.3,-97.6,82.2,10414,10838
2.5,-2.5,-1.7,1.9,10427,10729
62.2,-62.2,12.8,-12.8,10427,10429
-312.7,313.3,-47.1,25.8,10427,10728
-113.2,113.3,-132.9,125.7,10427,10275
5.6,-5.6,6.0,-6.0,10427,10459
-13.7,13.8,5.1,-4.5,10432,10966
-433.1,438.0,8.1,-15.5,10432,10701
7.5,-7.4,-0.9,1.4,10432,10836
478.5,-477.1,98.9,-104.3,10432,10462
-278.0,278.5,-167.6,153.2,10432,10735
7.4,-7.4,1.9,-1.7,10432,10462
-473.0,476.8,-131.4,106.6,10459,10893
-276.9,277.6,-69.0,54.0,10459,10728
-590.2,602.1,-35.2,20.6,10459,11075
92.3,-92.3,-62.2,50.9,10459,10333
-29.6,29.8,-1.3,6.6,10459,10697
-18.5,18.6,0.2,3.7,10459,10708
2.8,-2.8,-5.3,5.4,10459,10462
9.4,-9.4,-9.6,10.1,10459,10729
5.3,-5.3,-3.4,3.5,10462,10729
-30.1,30.6,3.2,3.3,10462,10708
2.6,-2.6,-3.5,3.6,10462,10803
11.8,-11.8,-5.6,6.0,10462,10836
3.3,-3.3,-3.5,3.6,10462,10802
-92.9,93.1,134.0,-156.7,10462,10468
-0.4,0.4,-0.6,0.6,10462,10843
-11.7,11.7,50.2,-61.3,10468,10459
-651.2,663.4,-24.1,11.2,10468,10708
223.0,-222.7,86.1,-94.7,10468,10330
-195.0,195.5,-90.0,52.6,10534,10681
21.5,-21.5,2.5,0.4,10534,10966
-5.0,5.0,-2.0,2.1,10534,10906
3.4,-3.4,-2.7,2.8,10586,10681
-0.1,0.1,0.7,-0.7,10586,11062
-10.4,10.4,0.4,0.5,10586,10942
48.4,-48.4,13.3,-13.3,10586,10588
-6.9,6.9,-0.6,0.9,10586,10809
-155.3,155.6,-31.4,14.4,10586,10899
2.9,-2.9,-1.4,1.4,10586,10979
16.8,-16.7,-6.5,7.3,10661,74240
0.0,0.0,0.0,0.0,10661,10664
-263.1,263.3,-112.3,113.2,10661,10663
119.9,-119.6,-29.5,40.3,10661,10778
-222.3,223.7,-66.0,10.1,10663,74234
-138.6,138.6,-59.0,61.2,10680,10685
-899.9,900.7,120.7,-282.7,10680,10812
-120.6,120.6,-59.9,61.2,10680,10687
-85.3,85.3,-60.2,61.2,10680,10684
116.2,-116.2,109.2,-193.1,10680,10905
-109.9,109.9,-59.6,61.2,10680,10688
-9.0,9.0,-4.9,5.0,10681,10689
-22.1,22.1,-29.0,2.4,10681,10915
8.2,-8.1,1.0,0.3,10681,10966
1.2,-1.2,-0.3,0.3,10681,10979
-284.5,284.6,-36.0,42.7,10681,10680
-0.2,0.2,-0.0,0.0,10681,10906
10.6,-10.1,-5.2,7.7,10691,10933
10.5,-10.4,-5.1,7.1,10691,13616
25.9,-25.8,-9.1,14.2,10691,10983
8.4,-8.3,0.3,0.3,10694,10843
1.4,-1.4,2.3,-2.3,10694,10862
8.9,-8.8,0.2,0.4,10695,10843
3.2,-3.2,2.3,-2.2,10695,10862
-79.4,79.4,17.2,-14.5,10697,10699
1.2,-1.2,0.5,-0.5,10697,10700
