Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-311.0,311.9,-29.9,20.1,10012,10987
11.5,-11.5,-0.9,1.8,10012,10731
-9.5,9.5,-0.9,1.2,10012,10987
115.7,-115.6,-8.0,-23.6,10012,10023
3.7,-3.7,0.4,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-34.0,34.0,-3.8,5.4,10023,10987
9.6,-9.5,-1.4,1.9,10023,10731
-11.8,11.8,-2.7,3.3,10057,10928
-194.4,194.5,-39.4,39.8,10057,10059
-3.4,3.4,-0.6,0.7,10057,10862
1.3,-1.3,-0.2,0.3,10057,10843
38.9,-38.7,-3.0,5.3,10057,10836
-8.0,8.0,-0.3,0.6,10057,10757
231.2,-230.6,11.9,-78.2,10059,10462
0.1,-0.1,1.2,-1.2,10078,10330
3.8,-3.8,-0.4,0.5,10078,10731
-202.5,202.9,-19.2,-48.9,10078,10838
-2.0,2.0,4.1,-4.0,10078,10459
0.9,-0.9,0.8,-0.7,10117,11037
-8.2,8.2,1.3,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.8,3.8,0.8,-0.4,10117,10917
18.6,-18.4,0.4,2.1,10117,10785
1.6,-1.6,-1.7,1.7,10127,10836
-0.5,0.5,0.6,-0.6,10127,10330
10.9,-10.9,-7.6,8.0,10127,10731
-51.9,52.0,-106.7,75.2,10127,10730
-4.0,4.0,1.8,-1.7,10127,10459
-265.0,265.7,-143.8,129.5,10192,10813
-11.7,11.7,-2.3,2.9,10192,13667
-4.6,4.6,-7.9,8.2,10192,10934
0.3,-0.3,-0.1,0.1,10192,13264
1.5,-1.5,-0.2,0.2,10192,13324
160.6,-160.4,42.8,-58.4,10192,13180
-1.6,1.6,-1.0,1.0,10192,10953
-400.5,404.3,-72.2,-22.8,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.5,-1.5,0.2,-0.2,10196,10843
-301.6,302.0,-138.3,128.0,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
25.0,-24.9,0.0,1.5,10196,10836
-249.3,250.0,-13.4,-16.8,10196,10857
1.1,-1.1,-0.5,0.5,10275,10462
-8.5,8.5,-0.3,1.1,10275,10758
22.8,-22.7,-17.0,18.3,10275,10729
-2.2,2.2,-0.0,0.1,10275,11037
14.4,-14.3,16.1,-15.9,10275,10459
0.6,-0.6,0.3,-0.3,10275,10468
-370.2,373.0,-35.6,6.8,10275,10758
2.6,-2.6,-1.0,1.2,10275,10731
8.6,-8.6,4.4,-4.1,10275,10330
1.0,-1.0,0.2,-0.2,10275,10346
262.6,-262.1,104.9,-116.9,10275,10330
-504.6,507.8,-110.8,102.6,10275,10117
52.7,-52.7,12.4,-12.3,10330,10332
-24.3,24.3,-3.8,4.2,10330,10459
-2.6,2.6,-0.9,1.0,10330,10369
0.9,-0.9,-3.2,3.4,10330,10729
-3.3,3.3,-1.2,1.2,10330,10427
2.0,-2.0,-2.6,2.7,10330,10836
-5.0,5.0,-12.8,13.0,10330,10462
-3.3,3.3,-2.1,2.3,10330,10432
1.2,-1.2,-1.7,1.8,10333,10729
0.2,-0.2,-0.6,0.6,10333,10462
-154.5,154.6,-37.7,26.1,10333,10427
-2.9,2.9,1.3,-1.3,10346,10459
-179.5,179.6,21.6,-21.2,10346,10353
173.7,-173.5,206.9,-215.9,10353,10330
-130.1,130.2,24.0,-33.0,10353,10468
-441.5,444.6,-83.5,76.7,10369,10893
4.9,-4.8,-2.5,2.8,10369,10729
2.1,-2.1,1.1,-1.0,10369,10427
-3.7,3.7,-0.9,1.2,10369,10794
238.9,-238.6,44.8,-51.8,10369,10275
-11.7,11.8,0.8,0.8,10369,10917
7.4,-7.4,3.8,-3.6,10369,10459
-4.3,4.3,0.0,0.1,10369,11037
0.2,-0.2,1.4,-1.4,10414,10459
13.7,-13.7,-2.6,3.1,10414,10836
223.7,-223.2,199.0,-209.7,10414,10353
-128.8,129.0,-100.0,84.6,10414,10838
2.6,-2.6,-2.6,2.8,10427,10729
62.2,-62.2,12.8,-12.8,10427,10429
-312.6,313.3,-39.2,17.8,10427,10728
-113.1,113.1,-138.4,131.3,10427,10275
5.6,-5.6,5.9,-5.8,10427,10459
-12.6,12.6,5.0,-4.5,10432,10966
-435.4,440.4,15.2,-21.7,10432,10701
7.6,-7.5,-0.9,1.4,10432,10836
479.3,-478.0,99.4,-104.7,10432,10462
-278.0,278.5,-175.3,161.1,10432,10735
7.4,-7.4,1.9,-1.7,10432,10462
-473.6,477.4,-133.7,109.1,10459,10893
-276.6,277.3,-62.1,47.1,10459,10728
-593.4,605.4,-32.9,20.2,10459,11075
92.7,-92.6,-61.4,50.2,10459,10333
-29.7,29.9,-1.0,6.3,10459,10697
-18.5,18.7,0.3,3.7,10459,10708
3.0,-3.0,-5.5,5.6,10459,10462
9.8,-9.7,-13.4,14.2,10459,10729
5.5,-5.4,-6.2,6.4,10462,10729
-30.3,30.8,3.5,3.1,10462,10708
2.5,-2.5,-3.4,3.5,10462,10803
12.1,-12.0,-5.5,5.9,10462,10836
3.3,-3.3,-3.4,3.5,10462,10802
-96.9,97.0,138.2,-160.8,10462,10468
-0.3,0.3,-0.4,0.4,10462,10843
-13.9,13.9,53.4,-64.4,10468,10459
-653.9,666.3,-19.8,8.3,10468,10708
223.0,-222.7,85.3,-93.8,10468,10330
-194.0,194.5,-88.3,51.3,10534,10681
22.2,-22.2,1.9,1.3,10534,10966
-4.9,5.0,-2.1,2.2,10534,10906
4.2,-4.2,-1.6,1.7,10586,10681
-0.2,0.2,1.2,-1.2,10586,11062
-11.1,11.1,1.1,-0.1,10586,10942
48.4,-48.4,13.3,-13.3,10586,10588
-7.2,7.2,0.2,0.1,10586,10809
-155.0,155.3,-34.7,17.8,10586,10899
3.3,-3.3,-1.1,1.2,10586,10979
16.6,-16.6,-6.7,7.5,10661,74240
0.0,0.0,-0.0,0.0,10661,10664
-277.6,277.8,-110.6,111.5,10661,10663
119.8,-119.6,-29.3,40.1,10661,10778
-234.6,236.1,-65.1,11.4,10663,74234
-138.6,138.6,-59.0,61.2,10680,10685
-962.4,963.4,95.9,-252.4,10680,10812
-120.6,120.6,-59.9,61.2,10680,10687
-85.3,85.3,-60.1,61.2,10680,10684
121.5,-121.5,9.6,-92.9,10680,10905
-109.9,109.9,-59.6,61.2,10680,10688
-9.0,9.0,-4.9,5.0,10681,10689
-21.8,21.8,-39.5,13.2,10681,10915
8.4,-8.3,0.8,0.6,10681,10966
1.2,-1.2,-0.4,0.5,10681,10979
-282.0,282.1,-22.5,29.1,10681,10680
-0.2,0.2,-0.1,0.1,10681,10906
10.6,-10.2,-5.1,7.7,10691,10933
10.6,-10.4,-4.8,6.9,10691,13616
26.7,-26.7,-6.5,12.1,10691,10983
8.3,-8.2,0.6,-0.1,10694,10843
1.4,-1.4,4.2,-4.1,10694,10862
8.8,-8.7,0.5,0.1,10695,10843
3.3,-3.3,4.1,-4.0,10695,10862
-79.4,79.4,17.2,-14.5,10697,10699
1.2,-1.2,0.5,-0.5,10697,10700
9.4,-9.3,0.1,1.8,10697,10729
-31.1,31.1,-15.4,15.4,10697,10701
-225.1,225.8,12.5,-41.5,10701,10718
-246.3,247.2,-6.2,-6.3,10701,10979
29.9,-29.3,6.1,-2.3,10703,10933
67.0,-66.9,16.7,-8.0,10703,11001
336.0,-335.2,-456.3,460.0,10707,10716
-172.4,172.4,11.7,-10.6,10707,10715
-189.6,189.7,13.3,-10.6,10707,10711
-135.9,135.9,12.4,-10.6,10707,10712
-171.1,171.2,13.7,-10.6,10707,10710
-189.3,189.4,13.0,-10.6,10707,10713
5.6,-5.6,2.1,-1.2,10708,10867
34.1,-33.3,-0.1,8.2,10708,10729
-522.1,522.4,-26.9,50.2,10708,10707
26.0,-26.0,2.3,3.6,10708,10803
26.5,-26.4,2.4,3.7,10708,10802
315.1,-315.0,-44.1,-41.6,10716,10717
-1470.6,1475.5,-250.2,-76.9,10716,11011
1490.5,-1481.7,-165.7,-144.9,10716,10734
-71.1,71.1,-39.3,40.3,10717,10726
-1169.8,1172.5,-251.7,72.7,10717,11074
-104.9,104.9,-38.8,40.3,10717,10724
635.9,-633.9,-385.8,-427.5,10717,10892
-71.3,71.3,-39.4,40.3,10717,10725
-82.2,82.2,-39.5,40.3,10717,10723
1033.7,-1028.6,-448.7,-259.2,10717,10861
-12.9,12.9,-0.3,0.7,10718,11047
-0.7,0.7,-2.0,2.0,10718,10979
-4.0,4.0,-0.1,0.3,10718,10899
83.1,-83.1,-29.9,11.4,10718,10708
-377.1,377.2,57.9,-47.4,10718,10717
-486.6,497.0,-18.4,-5.2,10728,10748
124.4,-124.3,-73.2,50.0,10728,10369
-196.2,196.4,-68.4,81.8,10729,10728
-6.9,6.9,1.1,-0.7,10729,10925
-33.9,34.7,7.5,1.2,10729,10873
-0.2,0.2,0.1,-0.1,10729,10802
-0.4,0.4,0.2,-0.1,10729,10803
114.5,-114.4,-13.0,16.6,10730,10731
-322.6,323.2,7.1,-23.2,10730,10023
156.1,-155.6,-69.4,13.5,10730,10019
-5.4,5.4,7.8,-7.7,10731,11009
-11.4,11.6,1.7,-0.6,10731,10987
-0.5,0.5,0.3,-0.3,10731,10836
-13.9,14.0,2.9,-1.8,10731,11008
-157.8,157.8,-78.6,81.0,10734,10738
-157.8,157.8,-78.7,81.0,10734,10737
-521.9,522.4,-402.8,253.2,10734,10861
370.4,-368.9,125.4,-134.1,10735,10414
-788.6,789.0,91.2,-53.7,10735,10734
609.7,-608.1,151.2,-152.4,10735,10838
491.6,-489.5,63.5,-24.9,10735,10836
-788.6,789.0,91.2,-53.7,10735,10734
-739.6,741.1,-1145.6,1276.3,10735,10734
-64.2,64.2,-8.5,8.9,10739,10744
-80.0,80.0,-8.5,8.9,10739,10742
97.3,-97.0,5.2,-1.3,10740,10934
-471.4,471.7,13.9,7.2,10740,10739
6.5,-6.5,3.7,-3.1,10740,13302
38.7,-38.6,-10.6,14.2,10746,10906
364.4,-364.3,-22.4,-46.2,10747,11074
-333.8,333.9,30.8,-20.1,10747,10755
-293.0,293.0,25.3,-20.1,10747,10752
-323.0,323.1,28.2,-20.1,10747,10754
1263.2,-1258.3,-99.9,-376.9,10747,10916
-409.2,409.4,31.3,-20.1,10747,10750
11.6,-11.5,-0.7,1.4,10748,10873
254.7,-254.4,-12.3,-0.6,10748,11075
-821.2,821.4,17.1,2.4,10748,10747
-1.0,1.0,-0.7,0.7,10757,10857
-0.3,0.3,1.8,-1.8,10757,11070
27.3,-26.9,8.3,-6.7,10757,11035
7.8,-7.6,-1.2,2.0,10757,10836
-13.6,13.7,-5.0,5.3,10757,10928
-34.8,34.8,-7.8,8.1,10757,10756
-3.2,3.3,0.6,-0.4,10758,10917
12.6,-12.6,1.6,-1.0,10758,11037
-276.4,277.6,11.8,-42.5,10758,10917
0.0,0.0,0.0,0.0,10760,10764
0.4,-0.4,-0.6,0.6,10760,11048
9.9,-9.8,-2.1,3.3,10760,13492
-190.7,190.8,19.5,-19.1,10760,10762
1.2,-1.2,-0.4,0.4,10760,13229
24.8,-24.8,5.5,-5.0,10760,13302
1.0,-1.0,-1.4,1.5,10760,13593
0.0,0.0,0.0,0.0,10760,10763
0.0,0.0,0.0,0.0,10760,10765
-410.1,413.8,-38.7,-36.0,10762,13621
-395.3,397.3,-134.1,127.8,10762,13667
16.3,-16.3,-1.6,2.1,10766,13431
-212.4,212.5,-47.0,56.8,10766,10768
-80.8,80.8,-21.4,3.9,10766,11056
2.8,-2.8,-0.0,0.1,10766,10942
175.2,-174.8,-22.2,-4.7,10769,10758
404.3,-400.9,-2.1,-44.4,10769,10728
103.2,-102.3,4.4,3.7,10769,11037
-51.8,51.8,-18.9,19.9,10769,10771
-41.4,41.4,-19.3,19.9,10769,10774
-41.6,41.6,-19.1,19.9,10769,10772
-13.8,13.9,-2.9,4.7,10776,10794
2.3,-2.3,-1.7,1.9,10776,10785
-8.1,8.3,2.0,-0.6,10778,77253
-8.0,8.3,2.1,-1.0,10778,10961
-21.2,21.4,8.8,-7.8,10778,74240
-25.7,25.8,3.1,-1.1,10778,74207
-13.4,13.5,2.9,-1.9,10778,10870
-21.0,21.4,3.9,-1.7,10778,10875
-4.4,4.4,1.5,-1.0,10778,10789
-1.7,1.7,0.8,-0.7,10778,11054
22.4,-22.3,-0.8,1.8,10782,11035
10.8,-10.7,-0.3,1.0,10783,11035
-271.9,272.0,117.3,-116.4,10784,10786
0.0,-0.0,0.0,0.0,10784,10787
310.7,-310.5,-123.9,125.1,10784,10788
-66.4,67.0,3.9,7.3,10785,10893
-47.5,48.4,14.0,-8.4,10785,11037
-46.7,46.9,-22.9,23.6,10785,10923
-21.2,21.2,-6.5,6.6,10785,10784
-21.8,22.3,2.9,0.5,10785,10794
-28.4,28.5,1.7,-0.9,10785,10887
-1.6,1.6,0.4,-0.3,10785,11027
-272.0,272.4,116.4,-124.5,10786,11034
13.5,-13.4,-2.1,2.9,10789,11054
5.4,-5.4,-2.9,3.1,10789,74207
-58.2,58.2,-21.0,22.4,10789,10791
11.5,-11.4,-2.6,3.3,10789,74240
13.9,-13.9,3.2,-3.2,10789,10792
-79.0,79.0,-65.9,66.0,10789,10793
43.3,-43.2,-5.1,-46.4,10793,10663
-82.6,82.7,-26.8,29.5,10794,10797
-6.3,6.3,-0.3,0.3,10794,10893
-51.9,52.0,32.8,-32.7,10794,10799
8.5,-8.5,-1.2,2.1,10798,10893
253.4,-252.9,34.3,-53.1,10799,10117
0.8,-0.8,0.8,-0.8,10800,10957
-1.7,1.7,0.1,-0.1,10800,13574
-13.6,13.8,1.7,0.0,10800,13661
-47.1,47.3,-10.2,7.2,10800,13458
-2.5,2.6,-2.3,2.5,10800,13530
2.5,-2.5,0.8,-0.7,10800,13621
-0.8,0.8,0.2,-0.2,10800,13662
2.9,-2.9,0.8,-0.7,10800,10933
9.3,-9.3,25.2,-24.4,10800,13516
-5.7,5.8,-2.4,2.6,10800,13634
92.9,-92.2,29.9,-31.2,10800,10933
3.7,-3.7,-1.0,1.3,10800,13396
38.1,-38.0,-3.4,6.5,10806,10917
4.7,-4.7,-1.3,1.4,10807,10917
-1188.2,1189.8,-299.9,441.6,10808,10811
1173.8,-1170.8,-9.9,23.7,10808,10812
-6.0,6.1,0.6,-0.2,10809,13431
3.1,-3.1,2.7,-2.7,10809,13471
-2.9,2.9,0.1,-0.0,10809,13464
13.0,-13.0,-1.6,2.3,10809,10906
-1.5,1.5,0.4,-0.3,10809,10974
-127.7,127.8,7.7,-48.7,10809,10974
-22.2,22.2,2.5,-1.5,10809,10942
-14.5,14.5,-36.3,36.5,10809,10808
