Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-311.0,311.8,-30.7,20.8,10012,10987
11.5,-11.4,-0.9,1.7,10012,10731
-9.5,9.5,-0.9,1.2,10012,10987
115.6,-115.5,-7.3,-24.3,10012,10023
3.7,-3.6,0.5,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-34.0,34.0,-4.0,5.5,10023,10987
9.6,-9.5,-1.3,1.8,10023,10731
-12.3,12.3,-2.8,3.5,10057,10928
-191.7,191.8,-38.9,39.3,10057,10059
-4.0,4.0,-0.7,0.9,10057,10862
1.1,-1.1,-0.3,0.3,10057,10843
38.9,-38.7,-3.1,5.4,10057,10836
-9.1,9.2,-0.5,0.9,10057,10757
241.0,-240.4,8.5,-74.3,10059,10462
0.1,-0.1,1.2,-1.1,10078,10330
3.8,-3.8,-0.4,0.6,10078,10731
-202.6,203.0,-18.9,-49.1,10078,10838
-1.8,1.8,3.9,-3.8,10078,10459
0.9,-0.9,0.7,-0.7,10117,11037
-8.3,8.3,1.3,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.7,3.8,0.7,-0.4,10117,10917
18.6,-18.4,0.4,2.1,10117,10785
1.5,-1.5,-1.7,1.7,10127,10836
-0.4,0.4,0.6,-0.6,10127,10330
10.9,-10.9,-7.8,8.2,10127,10731
-51.5,51.6,-108.9,77.6,10127,10730
-3.7,3.7,1.6,-1.5,10127,10459
-224.2,224.7,-111.1,93.4,10192,10813
-11.7,11.7,-3.7,4.3,10192,13667
-2.8,2.8,-7.0,7.1,10192,10934
0.5,-0.5,-0.1,0.1,10192,13264
1.7,-1.7,-0.2,0.3,10192,13324
187.3,-187.1,41.2,-56.5,10192,13180
-1.3,1.3,-0.8,0.8,10192,10953
-510.6,516.7,-70.7,0.8,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.2,-1.2,0.2,-0.1,10196,10843
-294.4,294.8,-137.9,127.4,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
24.6,-24.5,-0.0,1.6,10196,10836
-260.4,261.2,-11.0,-18.5,10196,10857
1.0,-1.0,-0.4,0.4,10275,10462
-8.4,8.5,-0.3,1.1,10275,10758
21.9,-21.8,-10.4,11.3,10275,10729
-2.2,2.2,-0.0,0.1,10275,11037
14.3,-14.3,16.0,-15.8,10275,10459
0.6,-0.6,0.3,-0.3,10275,10468
-368.1,370.9,-37.0,7.7,10275,10758
2.5,-2.5,-1.0,1.2,10275,10731
8.4,-8.4,4.5,-4.3,10275,10330
1.0,-1.0,0.2,-0.2,10275,10346
257.2,-256.6,109.1,-121.3,10275,10330
-502.3,505.4,-110.1,101.5,10275,10117
52.7,-52.7,12.4,-12.3,10330,10332
-23.5,23.5,-4.5,4.8,10330,10459
-2.5,2.5,-0.9,1.0,10330,10369
0.9,-0.9,-2.4,2.5,10330,10729
-3.2,3.2,-1.3,1.3,10330,10427
1.8,-1.8,-2.5,2.6,10330,10836
-5.6,5.6,-12.5,12.7,10330,10462
-3.4,3.4,-2.0,2.2,10330,10432
1.2,-1.2,-1.2,1.2,10333,10729
0.2,-0.2,-0.5,0.5,10333,10462
-154.2,154.3,-39.3,27.7,10333,10427
-2.7,2.7,1.2,-1.2,10346,10459
-179.7,179.8,21.7,-21.4,10346,10353
178.5,-178.3,202.6,-211.5,10353,10330
-128.1,128.2,21.0,-30.0,10353,10468
-440.0,443.2,-82.1,74.8,10369,10893
4.8,-4.7,-1.5,1.7,10369,10729
2.1,-2.1,1.1,-1.0,10369,10427
-3.7,3.7,-0.9,1.2,10369,10794
237.5,-237.2,49.6,-56.6,10369,10275
-11.6,11.7,0.8,0.8,10369,10917
7.4,-7.4,3.9,-3.7,10369,10459
-4.3,4.3,0.0,0.1,10369,11037
0.3,-0.3,1.3,-1.3,10414,10459
13.2,-13.2,-2.5,3.0,10414,10836
230.7,-230.3,191.5,-202.2,10414,10353
-133.1,133.3,-96.5,81.1,10414,10838
2.5,-2.5,-1.7,1.9,10427,10729
62.2,-62.2,12.8,-12.8,10427,10429
-312.1,312.7,-47.3,26.0,10427,10728
-113.3,113.4,-133.2,126.0,10427,10275
5.5,-5.5,6.0,-6.0,10427,10459
-14.6,14.6,5.3,-4.6,10432,10966
-432.2,437.1,7.9,-15.6,10432,10701
7.4,-7.4,-0.9,1.3,10432,10836
479.7,-478.3,98.4,-103.7,10432,10462
-279.4,279.9,-167.2,152.9,10432,10735
7.4,-7.4,1.9,-1.7,10432,10462
-471.8,475.5,-133.5,108.4,10459,10893
-275.8,276.5,-69.4,54.4,10459,10728
-588.8,600.6,-35.4,19.7,10459,11075
93.2,-93.1,-62.5,51.3,10459,10333
-29.7,29.9,-1.2,6.5,10459,10697
-18.5,18.6,0.2,3.7,10459,10708
2.5,-2.5,-5.2,5.3,10459,10462
9.5,-9.4,-9.6,10.1,10459,10729
5.5,-5.5,-3.5,3.6,10462,10729
-30.0,30.5,3.2,3.3,10462,10708
2.6,-2.6,-3.4,3.5,10462,10803
11.5,-11.5,-5.3,5.7,10462,10836
3.4,-3.4,-3.4,3.5,10462,10802
-87.2,87.4,131.4,-154.3,10462,10468
-0.6,0.6,-0.4,0.4,10462,10843
-6.9,6.9,47.9,-59.0,10468,10459
-650.3,662.5,-24.4,10.9,10468,10708
224.0,-223.7,85.8,-94.3,10468,10330
-194.9,195.4,-90.1,52.6,10534,10681
21.2,-21.1,2.6,0.3,10534,10966
-4.9,4.9,-1.9,2.1,10534,10906
2.4,-2.4,-2.7,2.8,10586,10681
-0.1,0.1,0.7,-0.7,10586,11062
-10.0,10.0,0.9,-0.0,10586,10942
48.4,-48.4,13.3,-13.3,10586,10588
-7.0,7.0,-0.7,1.1,10586,10809
-154.1,154.4,-31.6,14.6,10586,10899
2.5,-2.5,-1.3,1.4,10586,10979
17.0,-17.0,-6.4,7.2,10661,74240
0.0,-0.0,-0.0,0.0,10661,10664
-251.8,252.0,-113.6,114.4,10661,10663
119.5,-119.3,-29.0,39.7,10661,10778
-207.5,208.7,-67.9,9.6,10663,74234
-138.6,138.6,-59.1,61.2,10680,10685
-856.8,857.6,84.8,-249.7,10680,10812
-120.6,120.6,-59.9,61.2,10680,10687
-85.3,85.3,-60.2,61.2,10680,10684
139.8,-139.8,117.0,-200.9,10680,10905
-109.9,109.9,-59.6,61.2,10680,10688
-9.0,9.0,-4.9,5.0,10681,10689
-19.7,19.7,-27.0,0.3,10681,10915
8.1,-8.0,1.0,0.2,10681,10966
1.2,-1.2,-0.2,0.2,10681,10979
-287.9,288.0,-38.2,45.1,10681,10680
-0.2,0.2,-0.0,0.0,10681,10906
10.7,-10.2,-5.3,7.7,10691,10933
10.8,-10.7,-5.1,7.2,10691,13616
25.5,-25.5,-9.2,14.2,10691,10983
8.5,-8.4,0.5,0.0,10694,10843
1.2,-1.2,3.8,-3.7,10694,10862
9.1,-8.9,0.4,0.2,10695,10843
3.1,-3.1,3.7,-3.7,10695,10862
-79.4,79.4,17.2,-14.5,10697,10699
1.2,-1.2,0.5,-0.5,10697,10700
9.3,-9.2,0.6,1.2,10697,10729
-31.2,31.2,-16.2,16.2,10697,10701
-222.0,222.7,14.0,-43.4,10701,10718
-246.3,247.2,-14.6,1.9,10701,10979
29.4,-28.9,2.3,1.2,10703,10933
65.9,-65.8,20.3,-12.0,10703,11001
335.4,-334.6,-457.4,461.0,10707,10716
-172.4,172.4,11.7,-10.6,10707,10715
-189.6,189.7,13.3,-10.6,10707,10711
-135.9,136.0,12.4,-10.6,10707,10712
-171.1,171.2,13.7,-10.6,10707,10710
-189.3,189.4,13.0,-10.6,10707,10713
5.7,-5.6,2.1,-1.3,10708,10867
33.6,-32.9,1.3,6.4,10708,10729
-522.7,523.0,-27.2,50.4,10708,10707
25.9,-25.8,2.4,3.5,10708,10803
26.3,-26.3,2.5,3.6,10708,10802
307.5,-307.4,-78.8,-7.2,10716,10717
-1443.1,1447.8,-235.0,-98.0,10716,11011
1470.0,-1461.4,-147.3,-169.9,10716,10734
-71.1,71.1,-39.3,40.3,10717,10726
-1144.7,1147.3,-231.3,48.4,10717,11074
-104.9,104.9,-38.8,40.3,10717,10724
635.8,-633.9,-378.2,-437.3,10717,10892
-71.3,71.3,-39.4,40.3,10717,10725
-82.2,82.2,-39.5,40.3,10717,10723
1014.6,-1009.7,-417.7,-295.2,10717,10861
-11.2,11.2,0.1,0.2,10718,11047
-0.9,0.9,-2.6,2.7,10718,10979
-3.5,3.5,-0.1,0.2,10718,10899
85.2,-85.2,-24.5,6.0,10718,10708
-378.3,378.4,54.7,-44.2,10718,10717
-483.5,493.6,-18.7,-7.1,10728,10748
124.8,-124.6,-65.8,42.5,10728,10369
-192.0,192.2,-46.1,58.0,10729,10728
-7.2,7.2,1.1,-0.7,10729,10925
-33.2,34.0,5.9,2.5,10729,10873
-0.1,0.1,-0.5,0.5,10729,10802
-0.4,0.4,-0.5,0.5,10729,10803
114.5,-114.4,-12.9,16.5,10730,10731
-322.2,322.8,4.8,-20.9,10730,10023
156.1,-155.6,-69.4,13.5,10730,10019
-5.4,5.4,7.8,-7.7,10731,11009
-11.4,11.6,1.7,-0.5,10731,10987
-0.5,0.5,0.3,-0.3,10731,10836
-13.9,14.0,2.9,-1.8,10731,11008
-158.0,158.1,-78.6,81.0,10734,10738
-158.0,158.1,-78.7,81.0,10734,10737
-528.5,528.9,-358.4,208.7,10734,10861
372.6,-371.1,121.4,-130.0,10735,10414
-784.1,784.5,96.9,-59.7,10735,10734
608.4,-606.7,147.6,-148.7,10735,10838
483.8,-481.8,62.0,-24.5,10735,10836
-784.1,784.5,96.9,-59.7,10735,10734
-735.5,737.0,-1138.5,1267.9,10735,10734
-64.2,64.2,-30.2,30.7,10739,10744
-80.0,80.0,-30.2,30.7,10739,10742
91.7,-91.4,-1.5,4.9,10740,10934
-464.5,464.8,42.9,-22.3,10740,10739
6.0,-6.0,3.0,-2.5,10740,13302
38.4,-38.3,-10.6,14.1,10746,10906
358.7,-358.6,-32.5,-36.4,10747,11074
-333.8,333.9,30.7,-20.1,10747,10755
-293.0,293.0,25.3,-20.1,10747,10752
-323.0,323.1,28.2,-20.1,10747,10754
1252.1,-1247.3,-102.2,-378.0,10747,10916
-409.2,409.4,31.3,-20.1,10747,10750
11.5,-11.4,-0.6,1.2,10748,10873
258.5,-258.2,-14.4,1.6,10748,11075
-821.7,821.9,21.0,-1.5,10748,10747
0.0,-0.0,-0.4,0.4,10757,10857
-1.3,1.3,1.2,-1.2,10757,11070
23.3,-23.0,6.2,-5.1,10757,11035
8.2,-8.0,-1.2,2.0,10757,10836
-11.7,11.7,-4.5,4.7,10757,10928
-34.6,34.6,-6.3,6.6,10757,10756
-3.2,3.2,0.6,-0.4,10758,10917
12.7,-12.6,1.6,-1.0,10758,11037
-275.1,276.3,11.5,-42.4,10758,10917
0.0,-0.0,-0.0,0.0,10760,10764
0.7,-0.7,-0.1,0.1,10760,11048
10.5,-10.4,-2.0,3.2,10760,13492
-201.2,201.3,14.4,-13.9,10760,10762
1.5,-1.5,-0.2,0.3,10760,13229
29.3,-29.3,10.2,-9.6,10760,13302
1.6,-1.6,-1.3,1.4,10760,13593
0.0,-0.0,0.0,-0.0,10760,10763
0.0,-0.0,0.0,-0.0,10760,10765
-502.2,507.5,-106.4,45.6,10762,13621
-389.0,390.9,-142.2,134.2,10762,13667
15.7,-15.7,-2.4,2.9,10766,13431
-212.4,212.5,-47.1,56.8,10766,10768
-71.3,71.3,-8.6,-9.2,10766,11056
2.3,-2.3,0.1,-0.0,10766,10942
174.5,-174.1,-21.6,-5.4,10769,10758
402.3,-399.0,-4.2,-43.0,10769,10728
103.1,-102.2,4.6,3.4,10769,11037
-51.8,51.8,-18.9,19.9,10769,10771
-41.4,41.4,-19.3,19.9,10769,10774
-41.6,41.6,-19.1,19.9,10769,10772
-13.8,13.9,-2.9,4.7,10776,10794
2.3,-2.3,-1.7,1.9,10776,10785
-6.9,7.1,1.8,-0.8,10778,77253
-8.1,8.4,2.0,-0.9,10778,10961
