Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-311.6,312.4,-30.1,20.2,10012,10987
11.6,-11.5,-0.9,1.7,10012,10731
-9.5,9.6,-0.9,1.2,10012,10987
116.0,-115.8,-7.9,-23.7,10012,10023
3.7,-3.7,0.4,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-34.1,34.1,-3.9,5.4,10023,10987
9.6,-9.6,-1.4,1.9,10023,10731
-12.0,12.0,-2.6,3.2,10057,10928
-193.8,193.9,-39.2,39.6,10057,10059
-3.7,3.7,-0.7,0.8,10057,10862
1.2,-1.2,-0.3,0.3,10057,10843
39.0,-38.8,-3.3,5.6,10057,10836
-8.4,8.5,-0.4,0.7,10057,10757
235.0,-234.4,10.5,-76.7,10059,10462
0.1,-0.1,1.2,-1.2,10078,10330
3.8,-3.8,-0.4,0.5,10078,10731
-203.0,203.3,-19.3,-49.0,10078,10838
-1.9,1.9,4.1,-4.0,10078,10459
0.9,-0.9,0.7,-0.7,10117,11037
-8.2,8.3,1.3,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.8,3.8,0.8,-0.4,10117,10917
18.6,-18.4,0.4,2.1,10117,10785
1.6,-1.6,-1.7,1.7,10127,10836
-0.4,0.4,0.6,-0.6,10127,10330
10.9,-10.9,-7.7,8.1,10127,10731
-52.0,52.1,-107.1,75.6,10127,10730
-3.9,3.9,1.8,-1.7,10127,10459
-250.6,251.2,-124.2,108.2,10192,10813
-11.8,11.8,-2.7,3.3,10192,13667
-3.9,3.9,-7.3,7.5,10192,10934
0.3,-0.3,-0.0,0.0,10192,13264
1.6,-1.6,-0.2,0.2,10192,13324
173.0,-172.8,46.9,-62.5,10192,13180
-1.5,1.5,-0.9,0.9,10192,10953
-447.2,451.9,-95.8,8.6,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.4,-1.4,0.2,-0.1,10196,10843
-299.7,300.1,-140.6,130.2,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
24.9,-24.8,0.0,1.6,10196,10836
-253.6,254.4,-10.6,-19.5,10196,10857
1.1,-1.1,-0.5,0.5,10275,10462
-8.5,8.5,-0.3,1.1,10275,10758
22.8,-22.8,-17.1,18.3,10275,10729
-2.2,2.2,-0.0,0.1,10275,11037
14.3,-14.3,16.0,-15.8,10275,10459
0.6,-0.6,0.3,-0.3,10275,10468
-369.8,372.6,-35.6,6.6,10275,10758
2.5,-2.5,-1.0,1.2,10275,10731
8.5,-8.5,4.3,-4.1,10275,10330
1.0,-1.0,0.2,-0.2,10275,10346
260.5,-259.9,103.4,-115.6,10275,10330
