Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-311.3,312.1,-30.8,20.9,10012,10987
11.6,-11.5,-0.9,1.7,10012,10731
-9.5,9.6,-0.9,1.2,10012,10987
115.7,-115.6,-7.2,-24.4,10012,10023
3.7,-3.7,0.5,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-34.0,34.0,-4.0,5.6,10023,10987
9.6,-9.5,-1.3,1.8,10023,10731
-12.5,12.5,-2.7,3.4,10057,10928
-191.4,191.5,-38.2,38.6,10057,10059
-4.1,4.1,-0.9,1.1,10057,10862
1.0,-1.0,-0.4,0.4,10057,10843
38.9,-38.8,-3.3,5.6,10057,10836
-9.3,9.4,-0.8,1.2,10057,10757
242.9,-242.2,8.7,-74.3,10059,10462
0.1,-0.1,1.2,-1.1,10078,10330
3.8,-3.8,-0.4,0.6,10078,10731
-202.8,203.1,-19.0,-49.1,10078,10838
-1.8,1.8,4.0,-3.8,10078,10459
0.9,-0.9,0.8,-0.7,10117,11037
-8.3,8.3,1.3,-0.1,10117,10798
-2.9,2.9,0.6,-0.5,10117,10758
-3.7,3.8,0.7,-0.4,10117,10917
18.3,-18.1,1.1,1.3,10117,10785
1.5,-1.5,-1.7,1.7,10127,10836
-0.4,0.4,0.6,-0.6,10127,10330
11.0,-10.9,-7.8,8.2,10127,10731
-51.6,51.7,-109.2,77.8,10127,10730
-3.7,3.7,1.7,-1.6,10127,10459
-215.9,216.3,-99.7,80.9,10192,10813
-11.9,11.9,-3.9,4.5,10192,13667
-2.3,2.3,-6.5,6.6,10192,10934
0.5,-0.5,-0.1,0.1,10192,13264
1.7,-1.7,-0.2,0.3,10192,13324
198.2,-197.9,45.2,-60.5,10192,13180
-1.3,1.3,-0.7,0.7,10192,10953
-547.2,554.1,-89.7,26.2,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.2,-1.2,0.1,-0.1,10196,10843
-293.3,293.7,-139.0,128.5,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
24.6,-24.5,-0.1,1.6,10196,10836
-262.6,263.4,-9.7,-19.5,10196,10857
1.0,-1.0,-0.4,0.4,10275,10462
