Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-311.8,312.6,-30.1,20.2,10012,10987
11.6,-11.5,-0.9,1.7,10012,10731
-9.6,9.6,-0.9,1.2,10012,10987
116.0,-115.9,-7.9,-23.7,10012,10023
3.7,-3.7,0.4,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-34.1,34.1,-3.9,5.4,10023,10987
9.6,-9.6,-1.3,1.9,10023,10731
-12.1,12.1,-2.5,3.2,10057,10928
-193.3,193.4,-39.0,39.4,10057,10059
-3.8,3.8,-0.7,0.9,10057,10862
1.2,-1.2,-0.3,0.3,10057,10843
39.0,-38.8,-3.3,5.6,10057,10836
-8.7,8.7,-0.5,0.8,10057,10757
237.3,-236.6,10.0,-76.1,10059,10462
0.1,-0.1,1.2,-1.2,10078,10330
3.8,-3.8,-0.4,0.5,10078,10731
-203.1,203.5,-19.3,-49.0,10078,10838
-1.9,1.9,4.1,-4.0,10078,10459
0.9,-0.9,0.7,-0.7,10117,11037
-8.2,8.3,1.3,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.8,3.8,0.7,-0.4,10117,10917
18.6,-18.4,0.4,2.1,10117,10785
1.6,-1.6,-1.7,1.7,10127,10836
-0.4,0.4,0.6,-0.6,10127,10330
11.0,-10.9,-7.7,8.1,10127,10731
-52.0,52.1,-107.2,75.7,10127,10730
-3.8,3.8,1.8,-1.7,10127,10459
-242.2,242.7,-116.4,99.5,10192,10813
-11.9,11.9,-2.7,3.3,10192,13667
-3.5,3.5,-7.0,7.2,10192,10934
0.4,-0.4,0.0,0.0,10192,13264
1.6,-1.6,-0.1,0.2,10192,13324
179.7,-179.5,51.9,-67.3,10192,13180
-1.4,1.4,-0.8,0.9,10192,10953
-473.4,478.7,-117.7,35.3,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.3,-1.3,0.2,-0.1,10196,10843
-298.4,298.8,-141.3,131.0,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
24.9,-24.8,-0.0,1.6,10196,10836
-256.1,256.9,-9.5,-20.4,10196,10857
1.1,-1.1,-0.5,0.5,10275,10462
-8.5,8.5,-0.3,1.1,10275,10758
22.8,-22.8,-17.1,18.3,10275,10729
-2.2,2.2,-0.0,0.1,10275,11037
14.3,-14.3,16.0,-15.7,10275,10459
0.6,-0.6,0.3,-0.3,10275,10468
-369.5,372.2,-35.6,6.5,10275,10758
2.5,-2.5,-1.0,1.2,10275,10731
8.5,-8.5,4.3,-4.1,10275,10330
1.0,-1.0,0.2,-0.2,10275,10346
259.2,-258.6,103.1,-115.4,10275,10330
-504.1,507.2,-108.4,100.0,10275,10117
52.7,-52.7,12.4,-12.3,10330,10332
-23.8,23.8,-3.7,4.0,10330,10459
-2.5,2.5,-0.9,1.0,10330,10369
1.0,-1.0,-3.2,3.4,10330,10729
-3.3,3.3,-1.1,1.2,10330,10427
1.9,-1.9,-2.6,2.8,10330,10836
-5.3,5.3,-12.9,13.1,10330,10462
-3.3,3.3,-2.1,2.3,10330,10432
1.2,-1.2,-1.7,1.8,10333,10729
0.2,-0.2,-0.6,0.6,10333,10462
-154.1,154.2,-37.1,25.5,10333,10427
-2.8,2.8,1.4,-1.3,10346,10459
-180.0,180.1,21.6,-21.2,10346,10353
177.3,-177.1,208.5,-217.4,10353,10330
-129.1,129.2,24.0,-33.0,10353,10468
-441.3,444.5,-82.2,75.1,10369,10893
4.9,-4.8,-2.6,2.9,10369,10729
2.1,-2.1,1.1,-1.0,10369,10427
-3.7,3.7,-0.9,1.2,10369,10794
238.0,-237.8,44.2,-51.3,10369,10275
-11.6,11.7,0.8,0.8,10369,10917
7.4,-7.4,3.8,-3.6,10369,10459
-4.3,4.3,0.0,0.1,10369,11037
0.2,-0.2,1.4,-1.4,10414,10459
13.5,-13.4,-2.6,3.2,10414,10836
228.7,-228.3,200.7,-211.3,10414,10353
-131.8,132.0,-100.6,85.3,10414,10838
2.6,-2.6,-2.6,2.8,10427,10729
62.2,-62.2,12.8,-12.8,10427,10429
-312.0,312.6,-39.3,17.9,10427,10728
-113.6,113.6,-137.7,130.6,10427,10275
5.5,-5.5,5.8,-5.7,10427,10459
-13.8,13.9,5.7,-5.0,10432,10966
-435.3,440.3,11.6,-18.6,10432,10701
7.5,-7.5,-0.9,1.4,10432,10836
481.3,-479.9,102.3,-107.5,10432,10462
-279.3,279.9,-175.4,161.1,10432,10735
7.4,-7.4,2.0,-1.7,10432,10462
-473.2,477.0,-132.2,107.3,10459,10893
-275.7,276.4,-61.8,46.7,10459,10728
-591.8,603.7,-33.8,19.6,10459,11075
93.4,-93.3,-60.9,49.6,10459,10333
-29.8,30.0,-1.2,6.5,10459,10697
-18.6,18.7,0.2,3.7,10459,10708
2.7,-2.7,-5.6,5.6,10459,10462
9.8,-9.8,-13.5,14.2,10459,10729
5.7,-5.7,-6.1,6.4,10462,10729
-30.2,30.7,3.4,3.2,10462,10708
2.6,-2.6,-3.2,3.3,10462,10803
11.8,-11.8,-5.6,6.0,10462,10836
3.4,-3.4,-3.2,3.3,10462,10802
-91.2,91.3,138.5,-161.2,10462,10468
-0.5,0.5,-0.5,0.5,10462,10843
-9.2,9.2,55.1,-66.2,10468,10459
-653.4,665.7,-22.1,9.7,10468,10708
224.1,-223.8,86.1,-94.7,10468,10330
-195.0,195.5,-89.7,52.4,10534,10681
21.7,-21.7,2.5,0.5,10534,10966
-4.9,4.9,-2.0,2.2,10534,10906
3.1,-3.1,-2.5,2.5,10586,10681
-0.2,0.2,0.9,-0.9,10586,11062
-10.7,10.7,0.3,0.6,10586,10942
48.4,-48.4,13.3,-13.3,10586,10588
-7.2,7.3,-0.6,1.0,10586,10809
-154.2,154.5,-31.7,14.6,10586,10899
2.9,-2.9,-1.3,1.4,10586,10979
16.8,-16.7,-6.5,7.3,10661,74240
0.0,0.0,0.0,0.0,10661,10664
-264.8,265.0,-112.1,113.0,10661,10663
119.7,-119.4,-29.7,40.4,10661,10778
-220.9,222.3,-66.1,9.9,10663,74234
-138.6,138.6,-59.0,61.2,10680,10685
-919.6,920.5,58.2,-219.7,10680,10812
-120.6,120.6,-59.9,61.2,10680,10687
-85.3,85.3,-60.2,61.2,10680,10684
145.9,-145.9,76.3,-160.1,10680,10905
-109.9,109.9,-59.6,61.2,10680,10688
-9.0,9.0,-4.9,5.0,10681,10689
-19.1,19.1,-33.2,6.6,10681,10915
8.2,-8.1,1.0,0.3,10681,10966
1.3,-1.3,-0.3,0.3,10681,10979
-287.7,287.8,-31.2,38.1,10681,10680
-0.2,0.2,-0.1,0.1,10681,10906
10.6,-10.1,-5.2,7.7,10691,10933
10.5,-10.4,-5.1,7.1,10691,13616
26.0,-26.0,-8.8,13.9,10691,10983
