Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-311.2,312.0,-30.8,20.9,10012,10987
11.5,-11.5,-0.9,1.7,10012,10731
-9.5,9.5,-0.9,1.2,10012,10987
115.7,-115.5,-7.3,-24.3,10012,10023
3.7,-3.6,0.5,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-34.0,34.0,-4.0,5.5,10023,10987
9.6,-9.5,-1.3,1.8,10023,10731
-12.5,12.5,-2.7,3.5,10057,10928
-191.2,191.3,-38.8,39.2,10057,10059
-4.1,4.2,-0.7,0.9,10057,10862
1.0,-1.0,-0.3,0.3,10057,10843
38.9,-38.8,-3.1,5.4,10057,10836
-9.4,9.4,-0.5,0.9,10057,10757
243.3,-242.6,8.2,-73.8,10059,10462
0.1,-0.1,1.2,-1.1,10078,10330
3.8,-3.8,-0.4,0.6,10078,10731
-202.7,203.1,-18.9,-49.1,10078,10838
-1.8,1.8,3.9,-3.8,10078,10459
0.9,-0.9,0.7,-0.7,10117,11037
-8.3,8.3,1.3,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.7,3.8,0.7,-0.4,10117,10917
18.6,-18.4,0.4,2.1,10117,10785
1.5,-1.5,-1.7,1.7,10127,10836
-0.4,0.4,0.6,-0.6,10127,10330
10.9,-10.9,-7.8,8.2,10127,10731
-51.5,51.7,-109.0,77.6,10127,10730
-3.7,3.7,1.6,-1.5,10127,10459
-215.9,216.3,-104.1,85.7,10192,10813
-11.7,11.7,-3.7,4.3,10192,13667
-2.4,2.4,-6.7,6.8,10192,10934
0.5,-0.5,-0.1,0.1,10192,13264
1.7,-1.7,-0.2,0.3,10192,13324
193.8,-193.5,44.1,-59.3,10192,13180
-1.3,1.3,-0.7,0.8,10192,10953
-535.9,542.6,-84.2,19.9,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.1,-1.1,0.1,-0.1,10196,10843
-293.1,293.5,-138.5,128.0,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
24.6,-24.5,-0.0,1.6,10196,10836
-262.8,263.7,-10.1,-19.1,10196,10857
1.0,-1.0,-0.4,0.4,10275,10462
-8.4,8.5,-0.3,1.1,10275,10758
21.9,-21.9,-10.4,11.4,10275,10729
-2.2,2.2,-0.0,0.1,10275,11037
14.3,-14.3,16.0,-15.8,10275,10459
0.5,-0.5,0.3,-0.3,10275,10468
-367.8,370.5,-37.1,7.7,10275,10758
2.5,-2.5,-1.0,1.2,10275,10731
8.4,-8.4,4.5,-4.3,10275,10330
1.0,-1.0,0.2,-0.2,10275,10346
255.9,-255.4,108.9,-121.3,10275,10330
-502.0,505.1,-109.7,101.1,10275,10117
52.7,-52.7,12.4,-12.3,10330,10332
-23.3,23.3,-4.5,4.8,10330,10459
-2.5,2.5,-0.9,1.0,10330,10369
0.9,-0.9,-2.4,2.5,10330,10729
-3.2,3.2,-1.3,1.3,10330,10427
1.8,-1.8,-2.5,2.6,10330,10836
-5.7,5.7,-12.5,12.7,10330,10462
-3.4,3.4,-2.1,2.2,10330,10432
1.2,-1.2,-1.2,1.2,10333,10729
0.2,-0.2,-0.5,0.5,10333,10462
-154.0,154.1,-39.3,27.7,10333,10427
-2.7,2.7,1.2,-1.2,10346,10459
-179.8,179.9,21.7,-21.4,10346,10353
179.8,-179.6,202.7,-211.6,10353,10330
-127.6,127.7,20.9,-29.9,10353,10468
-439.9,443.1,-81.9,74.6,10369,10893
4.8,-4.7,-1.5,1.7,10369,10729
2.1,-2.1,1.1,-1.0,10369,10427
-3.7,3.7,-0.9,1.2,10369,10794
237.1,-236.8,49.5,-56.6,10369,10275
-11.6,11.7,0.8,0.8,10369,10917
7.4,-7.4,3.9,-3.7,10369,10459
-4.2,4.2,0.0,0.1,10369,11037
0.3,-0.3,1.3,-1.3,10414,10459
13.1,-13.1,-2.5,3.0,10414,10836
232.5,-232.1,191.6,-202.3,10414,10353
-134.2,134.3,-96.5,81.2,10414,10838
2.5,-2.5,-1.7,1.9,10427,10729
62.2,-62.2,12.8,-12.8,10427,10429
-311.7,312.4,-47.4,26.0,10427,10728
-113.5,113.6,-133.0,125.8,10427,10275
5.5,-5.5,6.0,-6.0,10427,10459
-15.0,15.1,5.3,-4.6,10432,10966
-431.7,436.6,7.9,-15.8,10432,10701
7.4,-7.3,-0.9,1.3,10432,10836
480.1,-478.8,98.7,-104.0,10432,10462
-279.9,280.4,-167.5,153.2,10432,10735
7.4,-7.4,1.9,-1.7,10432,10462
-471.5,475.3,-133.3,108.1,10459,10893
-275.5,276.2,-69.5,54.4,10459,10728
-588.0,599.8,-35.7,19.5,10459,11075
93.4,-93.3,-62.4,51.2,10459,10333
-29.7,29.9,-1.2,6.5,10459,10697
-18.5,18.6,0.2,3.7,10459,10708
2.4,-2.4,-5.2,5.3,10459,10462
9.5,-9.5,-9.6,10.1,10459,10729
5.6,-5.6,-3.5,3.6,10462,10729
-30.0,30.5,3.2,3.3,10462,10708
2.7,-2.7,-3.4,3.5,10462,10803
11.4,-11.4,-5.4,5.7,10462,10836
3.4,-3.4,-3.4,3.5,10462,10802
-85.1,85.2,131.1,-154.0,10462,10468
-0.7,0.7,-0.4,0.5,10462,10843
-5.2,5.2,47.9,-59.1,10468,10459
-649.7,661.9,-24.8,11.0,10468,10708
224.3,-223.9,85.9,-94.4,10468,10330
-194.9,195.4,-90.3,52.7,10534,10681
21.0,-21.0,2.6,0.2,10534,10966
-4.9,4.9,-1.9,2.1,10534,10906
1.9,-1.9,-2.8,2.9,10586,10681
-0.1,0.1,0.6,-0.6,10586,11062
-9.8,9.8,0.8,0.0,10586,10942
48.4,-48.4,13.3,-13.3,10586,10588
-7.0,7.1,-0.8,1.1,10586,10809
-153.7,154.0,-31.4,14.3,10586,10899
2.4,-2.4,-1.3,1.4,10586,10979
17.1,-17.0,-6.4,7.2,10661,74240
0.0,-0.0,0.0,-0.0,10661,10664
-246.3,246.5,-114.1,114.9,10661,10663
119.4,-119.1,-29.0,39.7,10661,10778
-201.2,202.3,-68.6,9.3,10663,74234
-138.6,138.6,-59.1,61.2,10680,10685
-838.5,839.2,98.7,-264.6,10680,10812
-120.6,120.6,-59.9,61.2,10680,10687
-85.3,85.3,-60.2,61.2,10680,10684
