Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-311.9,312.8,-30.1,20.2,10012,10987
11.6,-11.5,-0.9,1.7,10012,10731
-9.6,9.6,-0.9,1.2,10012,10987
116.1,-115.9,-7.9,-23.7,10012,10023
3.7,-3.7,0.4,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-34.1,34.1,-3.9,5.4,10023,10987
9.6,-9.6,-1.3,1.9,10023,10731
-12.3,12.3,-2.5,3.2,10057,10928
-192.9,192.9,-39.0,39.4,10057,10059
-3.9,3.9,-0.7,0.9,10057,10862
1.1,-1.1,-0.3,0.3,10057,10843
39.0,-38.9,-3.4,5.7,10057,10836
-8.9,8.9,-0.4,0.8,10057,10757
239.5,-238.9,9.6,-75.6,10059,10462
0.1,-0.1,1.2,-1.2,10078,10330
3.8,-3.8,-0.4,0.5,10078,10731
-203.2,203.6,-19.3,-49.0,10078,10838
-1.8,1.8,4.1,-4.0,10078,10459
0.9,-0.9,0.7,-0.7,10117,11037
-8.3,8.3,1.3,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.7,3.8,0.7,-0.4,10117,10917
18.6,-18.4,0.4,2.1,10117,10785
1.5,-1.5,-1.7,1.7,10127,10836
-0.4,0.4,0.6,-0.6,10127,10330
11.0,-10.9,-7.7,8.1,10127,10731
-52.0,52.2,-107.3,75.7,10127,10730
-3.8,3.8,1.8,-1.7,10127,10459
-233.7,234.2,-109.3,91.8,10192,10813
-11.8,11.8,-2.7,3.3,10192,13667
-3.1,3.1,-6.8,7.0,10192,10934
0.4,-0.4,0.0,-0.0,10192,13264
1.6,-1.6,-0.1,0.2,10192,13324
185.4,-185.2,56.9,-72.2,10192,13180
-1.4,1.4,-0.7,0.8,10192,10953
-497.5,503.4,-133.4,56.7,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.3,-1.3,0.2,-0.1,10196,10843
-297.1,297.5,-141.8,131.4,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
24.8,-24.7,-0.0,1.6,10196,10836
-258.6,259.4,-8.8,-20.9,10196,10857
1.0,-1.0,-0.5,0.5,10275,10462
