Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-311.7,312.5,-30.1,20.2,10012,10987
11.6,-11.5,-0.9,1.7,10012,10731
-9.5,9.6,-0.9,1.2,10012,10987
116.0,-115.8,-7.9,-23.7,10012,10023
3.7,-3.7,0.4,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-34.1,34.1,-3.9,5.4,10023,10987
9.6,-9.6,-1.4,1.9,10023,10731
-12.0,12.0,-2.5,3.2,10057,10928
-193.8,193.9,-39.3,39.7,10057,10059
-3.7,3.7,-0.7,0.8,10057,10862
1.2,-1.2,-0.3,0.3,10057,10843
39.0,-38.8,-3.2,5.5,10057,10836
-8.4,8.5,-0.4,0.7,10057,10757
235.2,-234.5,10.3,-76.6,10059,10462
0.1,-0.1,1.2,-1.2,10078,10330
3.8,-3.8,-0.4,0.5,10078,10731
-203.0,203.4,-19.3,-49.0,10078,10838
-1.9,1.9,4.1,-4.0,10078,10459
0.9,-0.9,0.7,-0.7,10117,11037
-8.2,8.3,1.3,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.8,3.8,0.8,-0.4,10117,10917
18.6,-18.4,0.4,2.1,10117,10785
1.6,-1.6,-1.7,1.7,10127,10836
-0.4,0.4,0.6,-0.6,10127,10330
10.9,-10.9,-7.7,8.1,10127,10731
-52.0,52.1,-107.1,75.6,10127,10730
-3.9,3.9,1.8,-1.7,10127,10459
-250.9,251.5,-124.6,108.7,10192,10813
-11.8,11.8,-2.7,3.3,10192,13667
-3.9,3.9,-7.3,7.5,10192,10934
0.3,-0.3,-0.0,0.0,10192,13264
1.5,-1.5,-0.1,0.2,10192,13324
172.2,-172.0,47.7,-63.2,10192,13180
-1.5,1.5,-0.9,0.9,10192,10953
-444.6,449.2,-98.4,10.6,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.4,-1.4,0.2,-0.2,10196,10843
-299.7,300.1,-140.7,130.4,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
24.9,-24.8,0.0,1.6,10196,10836
-253.7,254.5,-10.4,-19.7,10196,10857
1.1,-1.1,-0.5,0.5,10275,10462
-8.5,8.5,-0.3,1.1,10275,10758
22.8,-22.8,-17.1,18.3,10275,10729
-2.2,2.2,-0.0,0.1,10275,11037
14.3,-14.3,16.0,-15.8,10275,10459
0.6,-0.6,0.3,-0.3,10275,10468
-369.8,372.6,-35.6,6.6,10275,10758
2.5,-2.5,-1.0,1.2,10275,10731
8.5,-8.5,4.3,-4.1,10275,10330
1.0,-1.0,0.2,-0.2,10275,10346
260.4,-259.9,103.3,-115.5,10275,10330
-504.3,507.5,-108.9,100.5,10275,10117
52.7,-52.7,12.4,-12.3,10330,10332
-24.0,24.0,-3.7,4.1,10330,10459
-2.5,2.5,-0.9,1.0,10330,10369
1.0,-1.0,-3.2,3.4,10330,10729
-3.3,3.3,-1.1,1.2,10330,10427
2.0,-1.9,-2.6,2.8,10330,10836
-5.2,5.2,-12.8,13.1,10330,10462
-3.3,3.3,-2.1,2.3,10330,10432
1.2,-1.2,-1.7,1.8,10333,10729
0.2,-0.2,-0.6,0.6,10333,10462
-154.3,154.4,-37.2,25.6,10333,10427
-2.8,2.8,1.4,-1.3,10346,10459
-179.9,180.0,21.6,-21.2,10346,10353
176.1,-175.9,208.3,-217.2,10353,10330
-129.5,129.6,24.0,-33.0,10353,10468
-441.5,444.6,-82.4,75.4,10369,10893
4.9,-4.8,-2.6,2.8,10369,10729
2.1,-2.1,1.1,-1.0,10369,10427
-3.7,3.7,-0.9,1.2,10369,10794
238.4,-238.1,44.3,-51.3,10369,10275
-11.6,11.7,0.8,0.8,10369,10917
7.4,-7.4,3.8,-3.6,10369,10459
-4.3,4.3,0.0,0.1,10369,11037
0.2,-0.2,1.4,-1.4,10414,10459
13.6,-13.5,-2.6,3.1,10414,10836
227.0,-226.6,200.5,-211.1,10414,10353
-130.8,131.0,-100.6,85.2,10414,10838
2.6,-2.6,-2.6,2.8,10427,10729
62.2,-62.2,12.8,-12.8,10427,10429
-312.3,312.9,-39.3,17.9,10427,10728
-113.4,113.5,-137.9,130.7,10427,10275
5.5,-5.5,5.8,-5.8,10427,10459
-13.3,13.4,5.5,-4.9,10432,10966
-435.6,440.6,11.9,-18.7,10432,10701
7.6,-7.5,-0.9,1.4,10432,10836
480.8,-479.4,102.0,-107.2,10432,10462
-278.9,279.5,-175.2,160.9,10432,10735
7.4,-7.4,2.0,-1.7,10432,10462
-473.4,477.2,-132.5,107.6,10459,10893
-276.1,276.8,-61.8,46.7,10459,10728
-592.5,604.5,-33.5,19.8,10459,11075
93.2,-93.1,-61.0,49.7,10459,10333
-29.8,30.0,-1.2,6.5,10459,10697
-18.6,18.7,0.2,3.7,10459,10708
2.8,-2.8,-5.6,5.6,10459,10462
9.8,-9.8,-13.4,14.2,10459,10729
5.6,-5.6,-6.1,6.4,10462,10729
-30.3,30.7,3.4,3.2,10462,10708
2.6,-2.6,-3.2,3.3,10462,10803
11.9,-11.9,-5.6,6.0,10462,10836
3.3,-3.3,-3.2,3.4,10462,10802
-93.2,93.4,138.6,-161.3,10462,10468
-0.4,0.4,-0.4,0.4,10462,10843
-10.8,10.9,54.9,-66.0,10468,10459
-653.8,666.2,-21.7,9.6,10468,10708
223.8,-223.5,86.0,-94.6,10468,10330
-195.0,195.5,-89.6,52.3,10534,10681
21.9,-21.9,2.4,0.6,10534,10966
-4.9,5.0,-2.0,2.2,10534,10906
3.6,-3.6,-2.4,2.5,10586,10681
-0.2,0.2,0.9,-0.9,10586,11062
-10.8,10.8,0.4,0.6,10586,10942
48.4,-48.4,13.3,-13.3,10586,10588
-7.2,7.2,-0.6,0.9,10586,10809
-154.7,155.0,-31.9,14.9,10586,10899
3.1,-3.1,-1.3,1.4,10586,10979
16.7,-16.6,-6.5,7.3,10661,74240
0.0,0.0,0.0,-0.0,10661,10664
-270.1,270.3,-111.6,112.5,10661,10663
119.8,-119.5,-29.7,40.4,10661,10778
-227.4,228.8,-65.3,10.3,10663,74234
-138.6,138.6,-59.0,61.2,10680,10685
-935.7,936.6,45.2,-205.8,10680,10812
-120.6,120.6,-59.9,61.2,10680,10687
-85.3,85.3,-60.2,61.2,10680,10684
136.7,-136.7,68.1,-151.9,10680,10905
-109.9,109.9,-59.6,61.2,10680,10688
-9.0,9.0,-4.9,5.0,10681,10689
-20.1,20.1,-34.3,7.8,10681,10915
8.3,-8.2,1.0,0.4,10681,10966
1.3,-1.3,-0.3,0.4,10681,10979
-286.2,286.3,-29.8,36.6,10681,10680
-0.2,0.2,-0.1,0.1,10681,10906
10.6,-10.1,-5.2,7.7,10691,10933
10.5,-10.4,-5.0,7.1,10691,13616
26.3,-26.2,-7.9,13.2,10691,10983
8.4,-8.3,0.4,0.1,10694,10843
1.4,-1.4,3.5,-3.5,10694,10862
8.9,-8.8,0.4,0.3,10695,10843
3.2,-3.2,3.5,-3.4,10695,10862
