Branch
MW From ,MW To ,Mvar From ,Mvar To ,From Number,To Number
7.2,-7.2,-0.1,0.7,10012,10019
-311.4,312.2,-30.0,20.2,10012,10987
11.6,-11.5,-0.9,1.7,10012,10731
-9.5,9.6,-0.9,1.2,10012,10987
115.9,-115.7,-7.9,-23.7,10012,10023
3.7,-3.7,0.4,-0.4,10012,10023
-2.8,2.8,0.5,-0.4,10012,10938
-34.0,34.1,-3.9,5.4,10023,10987
9.6,-9.5,-1.4,1.9,10023,10731
-11.8,11.8,-2.6,3.3,10057,10928
-194.5,194.6,-39.6,40.0,10057,10059
-3.4,3.4,-0.5,0.7,10057,10862
1.3,-1.3,-0.2,0.3,10057,10843
38.9,-38.7,-3.1,5.4,10057,10836
-8.0,8.1,-0.2,0.5,10057,10757
231.4,-230.8,11.0,-77.4,10059,10462
0.1,-0.1,1.2,-1.2,10078,10330
3.8,-3.8,-0.4,0.5,10078,10731
-202.7,203.1,-19.2,-48.9,10078,10838
-2.0,2.0,4.1,-4.0,10078,10459
0.9,-0.9,0.7,-0.7,10117,11037
-8.2,8.2,1.3,-0.1,10117,10798
-3.0,3.0,0.6,-0.5,10117,10758
-3.8,3.8,0.8,-0.4,10117,10917
18.6,-18.4,0.4,2.1,10117,10785
1.6,-1.6,-1.7,1.7,10127,10836
-0.5,0.5,0.6,-0.6,10127,10330
10.9,-10.9,-7.7,8.1,10127,10731
-51.9,52.0,-107.0,75.5,10127,10730
-4.0,4.0,1.8,-1.7,10127,10459
-266.8,267.5,-146.4,132.3,10192,10813
-11.7,11.7,-2.3,2.9,10192,13667
-4.7,4.7,-8.2,8.5,10192,10934
0.3,-0.3,-0.1,0.1,10192,13264
1.5,-1.5,-0.2,0.2,10192,13324
158.7,-158.5,41.4,-57.0,10192,13180
-1.6,1.6,-1.0,1.1,10192,10953
-392.9,396.6,-66.1,-30.0,10192,11001
55.2,-55.2,29.1,-29.1,10196,10198
1.5,-1.5,0.2,-0.2,10196,10843
-301.8,302.2,-139.6,129.3,10196,10735
2.0,-2.0,0.8,-0.7,10196,10462
25.0,-24.9,0.1,1.5,10196,10836
-249.6,250.3,-11.9,-18.3,10196,10857
1.1,-1.1,-0.5,0.5,10275,10462
-8.5,8.5,-0.3,1.1,10275,10758
22.8,-22.7,-17.1,18.3,10275,10729
-2.2,2.2,-0.0,0.1,10275,11037
14.3,-14.3,16.0,-15.8,10275,10459
0.6,-0.6,0.3,-0.3,10275,10468
-370.3,373.1,-35.5,6.6,10275,10758
2.6,-2.6,-1.0,1.2,10275,10731
8.6,-8.6,4.3,-4.1,10275,10330
1.0,-1.0,0.2,-0.2,10275,10346
262.6,-262.0,103.7,-115.8,10275,10330
-504.8,507.9,-109.7,101.4,10275,10117
52.7,-52.7,12.4,-12.3,10330,10332
-24.3,24.3,-3.7,4.1,10330,10459
-2.6,2.6,-0.9,1.0,10330,10369
0.9,-0.9,-3.2,3.4,10330,10729
-3.3,3.3,-1.2,1.2,10330,10427
2.0,-2.0,-2.6,2.7,10330,10836
-5.0,5.0,-12.8,13.1,10330,10462
-3.3,3.3,-2.1,2.3,10330,10432
1.2,-1.2,-1.7,1.8,10333,10729
0.2,-0.2,-0.6,0.6,10333,10462
-154.5,154.6,-37.4,25.8,10333,10427
-2.9,2.9,1.4,-1.3,10346,10459
-179.7,179.8,21.6,-21.2,10346,10353
174.0,-173.7,207.9,-216.9,10353,10330
-130.2,130.3,24.1,-33.0,10353,10468
-441.6,444.8,-82.9,76.0,10369,10893
4.9,-4.8,-2.6,2.8,10369,10729
2.1,-2.1,1.1,-1.0,10369,10427
-3.7,3.7,-0.9,1.2,10369,10794
239.0,-238.7,44.4,-51.4,10369,10275
-11.7,11.8,0.8,0.8,10369,10917
7.4,-7.4,3.8,-3.6,10369,10459
-4.3,4.3,0.0,0.1,10369,11037
0.2,-0.2,1.4,-1.4,10414,10459
13.7,-13.7,-2.5,3.1,10414,10836
224.0,-223.5,200.1,-210.8,10414,10353
-129.0,129.1,-100.5,85.1,10414,10838
2.6,-2.6,-2.6,2.8,10427,10729
62.2,-62.2,12.8,-12.8,10427,10429
-312.8,313.4,-39.1,17.8,10427,10728
-113.1,113.2,-138.2,131.0,10427,10275
5.6,-5.6,5.8,-5.8,10427,10459
-12.5,12.6,5.2,-4.7,10432,10966
-436.3,441.2,12.9,-19.3,10432,10701
7.6,-7.5,-0.9,1.4,10432,10836
479.9,-478.6,101.2,-106.5,10432,10462
-278.0,278.6,-175.0,160.7,10432,10735
7.4,-7.4,2.0,-1.7,10432,10462
-473.8,477.6,-132.9,108.3,10459,10893
-276.7,277.4,-61.8,46.8,10459,10728
-593.8,605.8,-33.0,20.2,10459,11075
92.8,-92.8,-61.1,49.9,10459,10333
-29.7,29.9,-1.1,6.4,10459,10697
-18.6,18.7,0.2,3.7,10459,10708
3.0,-3.0,-5.5,5.6,10459,10462
9.8,-9.7,-13.4,14.2,10459,10729
5.5,-5.5,-6.1,6.4,10462,10729
-30.3,30.8,3.4,3.2,10462,10708
2.5,-2.5,-3.3,3.4,10462,10803
12.1,-12.0,-5.5,5.9,10462,10836
3.3,-3.3,-3.3,3.4,10462,10802
-96.8,97.0,138.8,-161.5,10462,10468
-0.3,0.3,-0.4,0.4,10462,10843
-13.6,13.6,54.6,-65.7,10468,10459
-654.7,667.0,-21.0,9.5,10468,10708
223.3,-223.0,85.8,-94.3,10468,10330
-195.0,195.5,-89.2,52.0,10534,10681
22.3,-22.3,2.3,0.9,10534,10966
-5.0,5.0,-2.0,2.2,10534,10906
4.3,-4.3,-2.2,2.3,10586,10681
-0.2,0.2,1.0,-1.0,10586,11062
-11.1,11.1,0.5,0.5,10586,10942
48.4,-48.4,13.3,-13.3,10586,10588
-7.2,7.2,-0.5,0.8,10586,10809
-155.3,155.6,-32.4,15.4,10586,10899
3.3,-3.3,-1.3,1.4,10586,10979
16.6,-16.5,-6.6,7.4,10661,74240
0.0,0.0,0.0,0.0,10661,10664
-278.8,279.0,-110.7,111.6,10661,10663
120.0,-119.7,-29.7,40.5,10661,10778
-237.3,238.8,-64.3,11.0,10663,74234
-138.6,138.6,-59.0,61.2,10680,10685
-966.7,967.6,26.4,-185.1,10680,10812
-120.6,120.6,-59.9,61.2,10680,10687
-85.3,85.3,-60.1,61.2,10680,10684
124.3,-124.3,54.3,-138.0,10680,10905
-109.9,109.9,-59.6,61.2,10680,10688
-9.0,9.0,-4.9,5.0,10681,10689
-21.5,21.5,-35.5,9.0,10681,10915
8.4,-8.3,0.9,0.5,10681,10966
1.2,-1.2,-0.4,0.4,10681,10979
-284.0,284.1,-28.2,34.8,10681,10680
-0.2,0.2,-0.1,0.1,10681,10906
10.6,-10.2,-5.0,7.7,10691,10933
10.6,-10.5,-4.8,7.0,10691,13616
26.8,-26.8,-6.3,11.9,10691,10983
8.3,-8.2,0.6,-0.0,10694,10843
1.4,-1.4,4.2,-4.1,10694,10862
8.8,-8.7,0.5,0.1,10695,10843
3.3,-3.3,4.1,-4.1,10695,10862
-79.4,79.4,17.2,-14.5,10697,10699
1.2,-1.2,0.5,-0.5,10697,10700
9.4,-9.3,0.1,1.8,10697,10729
-31.3,31.3,-15.6,15.6,10697,10701
-225.4,226.1,14.5,-43.6,10701,10718
-247.2,248.0,-10.8,-1.8,10701,10979
29.9,-29.3,6.2,-2.3,10703,10933
67.2,-67.1,16.6,-7.8,10703,11001
335.6,-334.8,-457.4,461.1,10707,10716
-172.4,172.4,11.7,-10.6,10707,10715
-189.6,189.7,13.3,-10.6,10707,10711
-135.9,136.0,12.4,-10.6,10707,10712
-171.1,171.2,13.7,-10.6,10707,10710
-189.3,189.4,13.0,-10.6,10707,10713
5.7,-5.6,2.1,-1.3,10708,10867
34.2,-33.4,-0.1,8.1,10708,10729
-522.5,522.8,-27.5,50.7,10708,10707
26.0,-26.0,2.4,3.5,10708,10803
26.5,-26.4,2.5,3.7,10708,10802
314.9,-314.8,-60.3,-25.6,10716,10717
-1472.4,1477.3,-237.1,-90.3,10716,11011
1492.1,-1483.3,-163.7,-147.5,10716,10734
-71.1,71.1,-39.3,40.3,10717,10726
-1171.3,1174.1,-236.2,56.6,10717,11074
-104.9,104.9,-38.8,40.3,10717,10724
636.4,-634.5,-380.0,-434.3,10717,10892
-71.3,71.3,-39.4,40.3,10717,10725
-82.2,82.2,-39.5,40.3,10717,10723
1035.2,-1030.1,-445.6,-263.6,10717,10861
-13.0,13.0,0.1,0.3,10718,11047
-0.7,0.7,-2.4,2.4,10718,10979
-4.0,4.0,-0.0,0.2,10718,10899
83.4,-83.4,-26.6,8.0,10718,10708
-377.8,377.9,56.7,-46.2,10718,10717
-486.9,497.2,-18.5,-5.2,10728,10748
124.5,-124.3,-72.9,49.7,10728,10369
-196.3,196.5,-68.4,81.8,10729,10728
-6.9,6.9,1.1,-0.7,10729,10925
-33.9,34.7,7.5,1.2,10729,10873
-0.2,0.2,0.2,-0.2,10729,10802
-0.4,0.4,0.2,-0.2,10729,10803
114.7,-114.6,-13.0,16.6,10730,10731
-322.9,323.5,6.9,-23.0,10730,10023
156.3,-155.8,-69.4,13.5,10730,10019
-5.4,5.4,7.9,-7.7,10731,11009
-11.4,11.6,1.7,-0.6,10731,10987
-0.5,0.5,0.3,-0.3,10731,10836
-13.9,14.0,2.9,-1.9,10731,11008
-157.8,157.8,-78.6,81.0,10734,10738
-157.8,157.8,-78.7,81.0,10734,10737
-522.5,523.0,-403.6,253.8,10734,10861
370.8,-369.3,126.1,-134.8,10735,10414
-789.3,789.8,90.4,-52.9,10735,10734
610.4,-608.7,152.1,-153.2,10735,10838
492.1,-490.0,64.2,-25.6,10735,10836
-789.3,789.8,90.4,-52.9,10735,10734
-740.4,741.8,-1147.6,1278.6,10735,10734
-64.2,64.2,-9.7,10.1,10739,10744
-80.0,80.0,-9.7,10.1,10739,10742
97.5,-97.2,4.7,-0.7,10740,10934
-473.6,473.9,11.9,9.4,10740,10739
6.5,-6.5,3.8,-3.2,10740,13302
38.5,-38.4,-10.6,14.2,10746,10906
364.8,-364.8,-29.9,-38.8,10747,11074
-333.8,333.9,30.8,-20.1,10747,10755
-293.0,293.0,25.3,-20.1,10747,10752
-323.0,323.1,28.2,-20.1,10747,10754
1263.6,-1258.7,-99.5,-377.6,10747,10916
-409.2,409.4,31.3,-20.1,10747,10750
11.6,-11.5,-0.8,1.4,10748,10873
254.4,-254.1,-13.5,0.6,10748,11075
-821.2,821.5,18.3,1.2,10748,10747
-1.0,1.0,-0.8,0.8,10757,10857
-0.3,0.3,1.8,-1.8,10757,11070
27.2,-26.9,8.5,-6.9,10757,11035
7.8,-7.6,-1.3,2.0,10757,10836
-13.6,13.6,-5.0,5.3,10757,10928
-34.8,34.8,-7.8,8.1,10757,10756
-3.2,3.3,0.6,-0.4,10758,10917
12.6,-12.6,1.6,-1.0,10758,11037
-276.5,277.7,11.9,-42.6,10758,10917
0.0,0.0,0.0,0.0,10760,10764
0.3,-0.3,-0.6,0.6,10760,11048
9.9,-9.7,-2.2,3.3,10760,13492
-190.1,190.2,19.9,-19.4,10760,10762
1.2,-1.2,-0.4,0.4,10760,13229
24.6,-24.6,5.2,-4.7,10760,13302
1.0,-1.0,-1.4,1.5,10760,13593
0.0,0.0,0.0,0.0,10760,10763
0.0,0.0,0.0,0.0,10760,10765
-404.6,408.2,-33.7,-41.6,10762,13621
-396.0,398.0,-134.3,128.2,10762,13667
16.4,-16.3,-2.1,2.6,10766,13431
-212.4,212.5,-47.0,56.8,10766,10768
-82.0,82.0,-13.0,-4.6,10766,11056
2.9,-2.8,-0.2,0.3,10766,10942
175.3,-174.9,-22.3,-4.7,10769,10758
404.5,-401.1,-2.4,-44.2,10769,10728
103.3,-102.3,4.4,3.6,10769,11037
-51.8,51.8,-18.9,19.9,10769,10771
-41.4,41.4,-19.3,19.9,10769,10774
-41.6,41.6,-19.1,19.9,10769,10772
-13.8,13.9,-2.9,4.7,10776,10794
2.3,-2.3,-1.7,1.9,10776,10785
-8.2,8.5,2.0,-0.6,10778,77253
-8.0,8.3,2.0,-0.9,10778,10961
-21.3,21.5,9.0,-8.0,10778,74240
-25.7,25.8,3.2,-1.2,10778,74207
-13.4,13.5,2.9,-2.0,10778,10870
-20.9,21.3,3.1,-0.9,10778,10875
-4.3,4.4,1.5,-1.0,10778,10789
-1.7,1.7,0.8,-0.7,10778,11054
22.4,-22.3,-0.8,1.8,10782,11035
10.8,-10.7,-0.3,1.0,10783,11035
-271.9,272.1,117.7,-116.8,10784,10786
0.0,0.0,0.0,0.0,10784,10787
310.8,-310.5,-124.4,125.5,10784,10788
-66.4,67.0,3.9,7.3,10785,10893
-47.5,48.4,14.0,-8.3,10785,11037
-46.8,46.9,-22.9,23.6,10785,10923
-21.2,21.2,-6.6,6.7,10785,10784
-21.8,22.3,2.9,0.5,10785,10794
-28.4,28.5,1.8,-1.0,10785,10887
-1.6,1.6,0.4,-0.3,10785,11027
-272.1,272.5,116.8,-124.9,10786,11034
13.5,-13.4,-2.0,2.8,10789,11054
5.3,-5.3,-2.8,3.0,10789,74207
-58.2,58.2,-21.0,22.4,10789,10791
11.4,-11.3,-2.5,3.2,10789,74240
13.9,-13.9,3.2,-3.2,10789,10792
-78.7,78.8,-66.2,66.3,10789,10793
41.8,-41.7,-4.2,-47.3,10793,10663
-82.7,82.7,-22.9,25.6,10794,10797
-6.3,6.3,-0.3,0.4,10794,10893
-51.9,52.0,29.0,-28.9,10794,10799
8.5,-8.5,-1.2,2.1,10798,10893
253.5,-253.0,33.1,-52.0,10799,10117
0.9,-0.8,0.8,-0.8,10800,10957
-1.7,1.8,-0.0,0.1,10800,13574
-13.7,13.9,1.5,0.2,10800,13661
-47.2,47.5,-11.4,8.4,10800,13458
-2.6,2.6,-2.5,2.6,10800,13530
2.4,-2.4,0.7,-0.6,10800,13621
-0.9,0.9,0.1,-0.1,10800,13662
2.9,-2.9,0.9,-0.8,10800,10933
9.9,-9.9,26.0,-25.1,10800,13516
-6.1,6.2,-2.7,3.0,10800,13634
93.5,-92.9,31.5,-32.7,10800,10933
3.4,-3.4,-1.3,1.6,10800,13396
38.1,-38.0,-3.4,6.6,10806,10917
4.7,-4.7,-1.3,1.4,10807,10917
-1188.5,1190.0,-215.1,351.6,10808,10811
1173.4,-1170.5,-88.9,102.6,10808,10812
-6.1,6.1,0.7,-0.4,10809,13431
3.2,-3.2,1.9,-1.9,10809,13471
-2.9,2.9,0.2,-0.1,10809,13464
13.1,-13.1,-0.9,1.7,10809,10906
-1.5,1.5,0.2,-0.2,10809,10974
-128.6,128.7,-1.9,-39.8,10809,10974
-22.3,22.3,2.5,-1.5,10809,10942
-15.1,15.1,-28.1,28.2,10809,10808
31.7,-31.6,13.0,-11.4,10809,11062
202.9,-202.8,82.5,-269.5,10812,13470
-406.6,407.6,-147.0,149.1,10813,10740
12.9,-12.8,7.7,-6.9,10813,13302
90.0,-89.9,28.9,-42.9,10813,10953
2.6,-2.6,0.5,-0.4,10813,13324
7.4,-7.4,4.7,-4.3,10817,11054
-24.2,24.2,-13.5,13.5,10817,10819
63.6,-63.5,-22.8,-42.4,10819,11026
-135.0,135.0,-3.2,4.7,10824,10830
-88.1,88.1,-3.9,4.7,10824,10833
137.3,-137.3,-27.7,29.5,10824,10825
-75.6,75.6,-4.2,4.7,10824,10834
-75.2,75.2,-4.0,4.7,10824,10829
483.7,-482.8,-446.6,451.5,10824,10835
-135.0,135.0,-3.6,4.7,10824,10832
-106.1,106.2,-3.5,4.7,10824,10831
14.7,-14.6,-2.5,2.7,10825,74214
-76.9,76.9,-24.4,-5.5,10825,74217
-3.6,3.6,0.5,-0.3,10825,77253
-3.2,3.2,0.8,-0.6,10825,77272
120.9,-120.6,30.8,-62.0,10825,10793
-34.6,34.6,1.3,0.4,10836,10838
-10.7,10.9,1.0,0.2,10836,10928
-58.3,58.7,13.5,-11.4,10836,10843
-31.0,31.3,2.3,0.7,10836,10857
-11.3,11.4,0.9,0.2,10836,10862
-5.0,5.0,1.0,-0.7,10836,10998
-264.6,264.9,-26.7,16.3,10838,10196
325.3,-324.3,103.2,-113.6,10838,10127
-156.3,156.5,-26.7,5.8,10842,10862
-38.7,39.3,6.0,-3.7,10843,10862
-28.7,28.7,14.1,-13.4,10843,10998
-174.9,175.0,-28.6,36.6,10843,10842
-3.6,3.6,0.3,-0.1,10843,10857
-83.4,83.4,5.7,-4.9,10844,10849
-99.0,99.1,5.9,-4.9,10844,10852
448.9,-448.5,-31.6,33.7,10844,10855
-80.3,80.4,5.6,-4.9,10844,10851
-100.5,100.5,6.1,-4.9,10844,10847
-87.3,87.3,6.1,-4.9,10844,10850
-78.5,78.5,5.6,-4.9,10844,10848
4.4,-4.4,-1.3,1.3,10845,10974
-4.1,4.1,-1.6,1.7,10845,13464
-31.0,31.0,-39.7,39.8,10845,10854
29.6,-29.4,5.5,-3.5,10845,11062
-1.8,1.8,-0.1,0.1,10845,13431
-80.1,80.1,3.9,-3.4,10845,10844
112.2,-112.1,-42.4,26.6,10854,10974
-1094.9,1096.4,65.3,-194.0,10855,10941
-319.7,319.8,95.6,-89.1,10856,10860
-249.8,250.0,-100.5,101.2,10856,10861
0.1,-0.1,0.1,-0.1,10857,10862
-569.2,569.5,19.8,4.9,10857,10856
-282.1,282.5,-86.5,76.9,10857,10928
427.5,-426.0,46.5,-51.0,10857,10059
-101.5,101.6,14.5,-24.8,10862,10756
67.6,-67.4,96.2,-166.3,10862,10740
-103.6,103.6,-54.1,57.6,10862,10864
